"Gene Name"	"Ensembl"	"GeneCards"
HS08717	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000162688'>ENSG00000162688</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AGL'>AGL</a>"
G-44756		
G-11878		
HS08466	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000160209'>ENSG00000160209</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXK'>PDXK</a>"
AT3G14390		
G-11852		
G-17916		
AT3G06350		
G-12303		
G-17894		
G-58176		
G-12282		
G-27147		
G-58154		
G-9078		
G-27109		
ATCG00680		
G-9042		
G-12742		
AT5G62530		
G-10387		
G-12720		
G-354		
G-10360		
G-14827		
G-34637		
G-97		
G-14799		
G-43968		
G-9660		
G3O-29003		
G-43946		
G-10887		
G18NG-10731		
G-15239		
G-10859		
G-11345		
G-15214		
G-44371		
G-11323		
G-16007		
G-44331		
HS03825		
G-15987		
G-44762		
HS03629	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112893'>ENSG00000112893</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1'>MAN2A1</a>"
HS08520		
G-44740		
G-11859		
HS08249	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000157881'>ENSG00000157881</a>"	
AT3G09820		
G-11835		
G-17900		
AT3G01120		
G-12288		
G-17877		
G-58160		
G-12265		
G-27130		
G-58135		
G-9050		
G-263		
AT5G63910		
G-9024		
G-12726		
AT5G55250		
G-10367		
G-12698		
G-34643		
G-10344		
G-14809		
G-34621		
G-9673		
G-14776		
G-43952		
G-9635		
G18NG-12357		
G-43929		
G-10871		
G185E-8098		
G-15220		
G-10832		
G-11329		
G-15199		
G-44338		
G-11278		
G-15993		
G-44308		
HS03694	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113558'>ENSG00000113558</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1A'>SKP1A</a>"
G-15969		
G-44746		
HS03402	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111331'>ENSG00000111331</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS3'>OAS3</a>"
HS08336	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158850'>ENSG00000158850</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT3'>B4GALT3</a>"
G-44724		
G-11842		
HS08007	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000154743'>ENSG00000154743</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC2776'>MGC2776</a>"
AT3G02780		
G-11807		
G-17883		
AT2G43760		
G-12271		
G-17861		
G-58144		
G-12248		
G-2683		
G-58116		
G-9031		
G-253		
AT5G57220		
YOL096C		
G-12704		
G-9002		
G-10350		
AT5G49740		
G-34627		
G-12677		
G-14788		
G-10328		
G-9643		
G-346		
G-43935		
G-14760		
G185E-8116		
G-9607		
G-10849		
G-43913		
G-15204		
G185E-7838		
G-11306		
G-10813		
G-44316		
G-15182		
G-15975		
G-11256		
HS03475	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111846'>ENSG00000111846</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT2'>GCNT2</a>"
G-44292		
G-44730		
G-15950		
HS08100	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000156136'>ENSG00000156136</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DCK'>DCK</a>"
HS03265	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000109861'>ENSG00000109861</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSC'>CTSC</a>"
G-11818		
G-44707		
AT2G45310		
HS07726	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000151348'>ENSG00000151348</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=EXT2'>EXT2</a>"
G-17867		
G-11790		
G-12254		
AT2G37940		
G-58122		
G-17842		
G-2548		
G-12231		
YPL069C		
G-5681		
G-9010		
G-244		
AT5G51100		
YMR020W		
G-12684		
G-8867		
G-10334		
AT5G43860		
G-34611		
G-12660		
G-14766		
G-10301		
G-9615		
G-34574		
G-43919		
G-14742		
G185E-7851		
G-9586		
G-10819		
G-43896		
G-15189		
G185E-7793		
G-11266		
G-10795		
G-44298		
G-15163		
G-15956		
G-11238		
HS03319		
G-44275		
G-44714		
G-15931		
HS07771		
HS03003	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000107537'>ENSG00000107537</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH'>PHYH</a>"
G-11797		
G-44691		
AT2G39550		
HS07548	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000148672'>ENSG00000148672</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD1'>GLUD1</a>"
G-17848		
G-11772		
G-12237		
AT2G33150		
G-5704		
G-17825		
G-2481		
G-12212		
YMR272C		
G-55294		
G-8983		
G-236		
AT5G47770		
YLR044C		
G-12666		
G-8708		
G-10317		
AT5G37600		
G-34586		
G-12642		
G-14748		
G-10282		
G-9595		
G-34558		
G-43902		
G-14711		
G185E-7817		
G-9560		
G-10801		
G-43879		
G-15169		
G185E-7213		
G-11246		
G-10773		
G-44282		
G-15147		
G-15940		
G-11219		
HS03054		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C3'>AKR1C3</a>"
G-44259		
G-44697		
G-1582		
HS07624	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000149541'>ENSG00000149541</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT3'>B3GAT3</a>"
HS02779		
G-11778		
G-44675		
AT2G34770		
HS07410	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000147224'>ENSG00000147224</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1'>PRPS1</a>"
G-17831		
G-11739		
G-12221		
AT2G27860		
G-55300		
G-17807		
G-239		
G-12196		
YLR303W		
G-55178		
G-8823		
G-2288		
AT5G38970		
YHR137W		
G-12650		
G-8601		
G-10291		
AT5G25980		
G-34564		
G-12619		
G-14728		
G-10259		
G-9569		
G-34542		
G-43886		
G-14685		
G185E-7539		
G-9543		
G-10779		
G-43863		
G-15153		
G185E-6687		
G-11225		
G-10752		
G-44265		
G-15126		
G-15918		
G-11194		
HS02879		
G-44242		
G-44681		
G-15538		
HS07490		
HS02488	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000103316'>ENSG00000103316</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYM'>CRYM</a>"
G-11751		
G-44659		
AT2G29090		
HS07200	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000144744'>ENSG00000144744</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE1C'>UBE1C</a>"
G-17815		
G-11721		
G-12201		
AT2G23260		
G-55184		
G-17789		
G-230		
G-12180		
YJR073C		
G-55157		
G-8621		
G-224		
AT5G27600		
YGL184C		
G-12625		
G-824		
G-10271		
AT5G18100		
G-34548		
G-12599		
G-14696		
G-10242		
G-9550		
G-34525		
G-43869		
G-14661		
G185E-7192		
G-9524		
G-10759		
G-43847		
G-15133		
G185E-5942		
G-11202		
G-10735		
G-44249		
G-15104		
G-15548		
G-11174		
HS02567		
G-44221		
G-44665		
G-15522		
HS07270		
HS02232		
G-11729		
G-44637		
AT2G26260		
HS07014	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143252'>ENSG00000143252</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHC'>SDHC</a>"
G-17795		
G-11705		
G-12186		
AT2G19070		
G-55166		
G-17770		
G-226		
G-12162		
YGR155W		
G-55139		
G-8322		
G-215		
AT5G20990		
YDR502C		
G-12608		
G-7964		
G-10249		
AT5G13710		
G-34532		
G-12581		
G-14668		
G-10224		
G-9532		
G-34508		
G-43853		
G-14641		
G185E-6361		
G-9507		
G-10741		
G-43831		
G-15111		
G185E-5399		
G-11180		
G-10712		
G-44228		
G-15083		
G-15528		
G-11156		
HS02359	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000102144'>ENSG00000102144</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGK1'>PGK1</a>"
G-44205		
G-44643		
G-15501		
HS07104	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143774'>ENSG00000143774</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GUK1'>GUK1</a>"
HS02059		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADSL'>ADSL</a>"
G-11711		
G-44620		
AT2G20370		
HS06826	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000141429'>ENSG00000141429</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT1'>GALNT1</a>"
G-17776		
G-11648		
G-12168		
AT2G02050		
G-55146		
G-17752		
G-220		
G-12139		
YER023W		
G-55121		
G-809		
G-2062		
AT5G15860		
YBR256C		
G-12588		
G-741		
G-10232		
AT5G08335		
G-34515		
G-12554		
G-14648		
G-10200		
G-9513		
G-34492		
G-43837		
G-14621		
G185E-5513		
G-9471		
G-10723		
G-43807		
G-15089		
G185E-4418		
G-11164		
G-10686		
G-44211		
G-15067		
G-15511		
G-11138		
HS02107	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100554'>ENSG00000100554</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1D'>ATP6V1D</a>"
G-44189		
G-44626		
G-15486		
HS06869		
G-15063		
G-11672		
G-11135		
AT2G06925		
G-44186		
G-17758		
G-15483		
G-12147		
HS01798	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000094598'>ENSG00000094598</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA'>MAOA</a>"
G-55128		
G-44601		
G-2082		
HS06586	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000139163'>ENSG00000139163</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=EKI1'>EKI1</a>"
YDL171C		
G-11626		
G-7861		
G-17726		
AT5G11450		
G-12111		
G-12560		
G-55101		
G-10210		
G-198		
G-34498		
AT1G78955		
G-14627		
SYNPCC7942_1594		
G-9478		
G-7001		
G-43813		
AT5G04040		
G185E-5106		
G-12535		
G-10701		
G-34472		
G-15073		
G-14598		
G-11146		
G-9449		
G-44195		
G-43788		
G-15492		
G-10179		
HS01957	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100031'>ENSG00000100031</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1'>GGT1</a>"
G-9972		
G-4461		
G-10663		
HS06698	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000140297'>ENSG00000140297</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT3'>GCNT3</a>"
G-15047		
G-11638		
G-11118		
G-17740		
G-44169		
G-12128		
G-15466		
G-55110		
HS01515	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000085998'>ENSG00000085998</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ20277'>FLJ20277</a>"
G-2005		
G-44584		
AT1G80300		
HS06436	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138029'>ENSG00000138029</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHB'>HADHB</a>"
YBR001C		
G-11588		
G-7143		
G-17709		
AT5G05690		
G-12091		
G-55107		
G-55075		
G-2002		
G-189		
AT1G79500		
AT1G74540		
YAR015W		
SACI_1677		
G-7085		
G-670		
AT5G04900		
AT4G35420		
G-12541		
G-12515		
G-10182		
G-3301		
G-34478		
G-14575		
G-1461		
G-9433		
G-9455		
G-43771		
G-43794		
G-10161		
G-9978		
G-9952		
G-10669		
G-10642		
G-15053		
G-15031		
G-11125		
G-44153		
G-44176		
G-15448		
G-15472		
HS01304		
HS01635	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000089127'>ENSG00000089127</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS1'>OAS1</a>"
G-44567		
G-44590		
G-11105		
HS06473		
HS06234		
G-11594		
G-11571		
G-17715		
G-17693		
G-12098		
G-12075		
G-55084		
G-55056		
G-1922		
G-18092		
AT1G77090		
AT1G68540		
SMT		
HS14455		
G-6762		
G-652		
AT4G36810		
AT4G31780		
G-12521		
G-12494		
G-336		
G-325		
G-14587		
G-14549		
G-9439		
G-9406		
G-43777		
G-43755		
G-10167		
G-10145		
G-9958		
G-9935		
G-10653		
G-10614		
G-15038		
G-15015		
G-44159		
G-44137		
G-15455		
G-15432		
HS01358		
HS01071	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000072506'>ENSG00000072506</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HADH2'>HADH2</a>"
G-44573		
G-44549		
G-11111		
G-11081		
HS06290	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137200'>ENSG00000137200</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0082'>KIAA0082</a>"
HS05977	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135297'>ENSG00000135297</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTO1'>MTO1</a>"
G-11578		
G-11555		
G-17699		
G-17676		
G-12081		
G-55040		
G-55064		
G-18076		
G-18377		
AT1G64660		
AT1G70560		
HS11329	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000178921'>ENSG00000178921</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFAS'>PFAS</a>"
IMPDH		
G-6303		
G-6601		
G-12062		
AT4G34135		
AT4G26420		
G-12500		
G-12473		
G-327		
G-316		
G-14564		
G-9360		
G-9417		
G-43738		
G-43761		
G-10126		
G-10151		
G-9917		
G-9941		
G-14519		
G-10624		
G-10594		
G-15020		
G-14999		
G-44143		
G-44121		
G-15439		
G-15418		
HS01152	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000074800'>ENSG00000074800</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1'>ENO1</a>"
HS00919	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000067829'>ENSG00000067829</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3G'>IDH3G</a>"
G-44557		
G-44533		
G-11095		
G-11055		
HS06050		
HS05725		
G-11561		
G-11537		
G-17683		
G-17661		
G-55046		
G-55022		
G-18082		
G-18060		
AT1G67090		
AT1G57750		
HS11506	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000180549'>ENSG00000180549</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT7'>FUT7</a>"
HS10943	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000187197'>ENSG00000187197</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD3B2'>HSD3B2</a>"
G-635		
G-6022		
G-12068		
G-12046		
AT4G29010		
AT4G19690		
G-12481		
G-12447		
G-3184		
G-306		
G-14525		
G-9315		
G-9382		
G-43721		
G-43745		
G-10107		
G-10134		
G-9899		
G-9924		
G-14503		
G-10604		
G-10574		
G-15005		
G-14983		
G-44127		
G-44105		
G-15423		
HS00656	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000053371'>ENSG00000053371</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR7A2'>AKR7A2</a>"
HS00949	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000068976'>ENSG00000068976</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGM'>PYGM</a>"
G-44509		
G-44539		
G-11033		
G-11067		
HS05538	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000131482'>ENSG00000131482</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC'>G6PC</a>"
HS05844	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000134255'>ENSG00000134255</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CEPT1'>CEPT1</a>"
G-15405		
G-11544		
G-11512		
G-17667		
G-17647		
G-55028		
G-55006		
G-18066		
G-18043		
AT1G59500		
AT1G47290		
HS11006		
HS10662	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173418'>ENSG00000173418</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT5'>NAT5</a>"
G-6061		
G-58295		
G-12052		
G-12025		
AT4G21990		
AT4G14940		
G-12462		
G-12431		
G-3106		
G-2982		
G-9327		
G-9293		
G-43727		
G-43703		
G-10115		
G-10090		
G-9904		
G-9873		
G-14509		
G-14480		
G-10582		
G-10549		
G-14989		
G-14964		
G-44111		
G-44088		
HS00752		
HS00528	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000038002'>ENSG00000038002</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AGA'>AGA</a>"
G-44519		
G-44488		
G-11039		
G-11015		
HS05598	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132142'>ENSG00000132142</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA'>ACACA</a>"
HS05381		
G-15411		
G-15380		
G-11522		
G-11497		
G-17652		
G-17632		
G-55012		
G-54991		
G-18050		
AT1G24100		
AT1G50430		
HS10382		
HS10739	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000107987'>ENSG00000107987</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C4'>AKR1C4</a>"
G-58279		
G-58301		
G-12007		
G-12032		
AT4G04870		
AT4G16450		
G-18029		
G-12437		
G-12415		
G-300		
G-292		
G-9304		
G-9243		
G-43709		
G-10074		
G-10096		
G-9839		
G-9881		
G-142		
G-14488		
G-10529		
G-10560		
G-43690		
G-14971		
G-14948		
G-44095		
G-44071		
HS00585		
HS00361		
G-44494		
G-44472		
G-11020		
G-11		
HS05432	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130725'>ENSG00000130725</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2M'>UBE2M</a>"
HS05235	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128951'>ENSG00000128951</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DUT'>DUT</a>"
G-15389		
G-15355		
G-11502		
G-11475		
G-17638		
G-17615		
G-54997		
G-54975		
AT1G30620		
AT1G17170		
HS10517	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172456'>ENSG00000172456</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ10986'>FLJ10986</a>"
HS10144	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000170525'>ENSG00000170525</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3'>PFKFB3</a>"
G-58285		
G-58262		
G-12013		
G-11988		
AT4G11850		
AT3G61440		
G-18035		
G-18012		
G-12420		
G-124		
G-2962		
G-277		
G-9250		
G-9212		
G-43693		
G-10057		
G-10080		
G-9818		
G-9856		
G-1323		
G-14459		
G-10509		
G-10538		
G-422		
G-14954		
G-14921		
G-44077		
G-44055		
HS00395	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000019186'>ENSG00000019186</a>"	
HS00140		
G-44478		
G-10984		
G-11005		
HS04994	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000126091'>ENSG00000126091</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAT6'>SIAT6</a>"
HS05318		
G-15339		
G-15365		
G-11459		
G-11484		
G-44459		
G-17621		
G-1684		
G-54981		
G-548		
AT1G19920		
AT1G11680		
HS10272	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000171234'>ENSG00000171234</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B7'>UGT2B7</a>"
HS09884	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000176065'>ENSG00000176065</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASMT'>ASMT</a>"
G-58269		
G-58246		
G-11996		
G-11962		
AT3G63110		
AT3G53130		
G-18018		
G-17999		
G-12405		
G-12384		
G-283		
G-27220		
G-9230		
G-9190		
G-10063		
G-10041		
G-9824		
G-9794		
G-1361		
G-12828		
G-10516		
G-10488		
G-428		
G-406		
G-14935		
G-149		
G-44061		
G-44039		
HS00250	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008513'>ENSG00000008513</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAT4A'>SIAT4A</a>"
HS00012		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=EXT1'>EXT1</a>"
G-10990		
G-10967		
HS05155	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128050'>ENSG00000128050</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS'>PAICS</a>"
HS04604		
G-15345		
G-15320		
G-11465		
G-11436		
G-1722		
G-44443		
G-54963		
G-1622		
AT1G14810		
G-528		
HS09990		
AT1G05680		
G-58252		
HS09610	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167701'>ENSG00000167701</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT'>GPT</a>"
G-11971		
G-11943		
AT3G55440		
AT3G44880		
G-18003		
G-17982		
G-12390		
G-12368		
G-27226		
G-58233		
G-9198		
G-27206		
G-10047		
G-9167		
G-9808		
G-10021		
G-12835		
G-12800		
G-10496		
G-10468		
G-412		
G-3882		
G-14908		
G-14884		
G-44045		
G-44023		
HS00053		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UP'>UP</a>"
GIO2-44		
G-10973		
G-10951		
HS04690	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000123836'>ENSG00000123836</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB2'>PFKFB2</a>"
HS04333	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000119723'>ENSG00000119723</a>"	
G-15326		
G-15304		
G-11443		
G-11417		
G-44449		
G-44427		
G-164		
G-16075		
G-535		
G-519		
AT1G08510		
AG9		
HS09725	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000168282'>ENSG00000168282</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT2'>MGAT2</a>"
HS09394	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000166411'>ENSG00000166411</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3A'>IDH3A</a>"
G-11950		
G-11926		
AT3G48520		
AT3G25180		
G-17989		
G-17961		
G-12374		
G-12352		
G-58239		
G-58216		
G-27211		
G-27191		
G-9174		
G-9131		
G-10031		
G-100		
G-9782		
G-12783		
G-12807		
G-10439		
G-10475		
G-3789		
G-394		
G-14868		
G-14890		
G-9758		
G-44029		
G-44007		
GMETA-14676		
G66-37872		
G-10957		
G-10932		
HS04474		
G-15288		
G-15310		
G-11399		
G-11425		
G-44412		
G-44433		
G-16056		
G-16081		
HS04154	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000117594'>ENSG00000117594</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B1'>HSD11B1</a>"
G-5223		
G-510		
AT1G02050		
HS09131		
HS09519		
G-11910		
G-11932		
AT3G21230		
AT3G28180		
G-17940		
G-17970		
G-12331		
G-12358		
G-58200		
G-58222		
G-27173		
G-27197		
G-9100		
G-9142		
CISZOG1		
G-10006		
G-12767		
G-12789		
G-10416		
G-10453		
G-370		
G-3802		
G-14852		
G-14874		
G-9730		
G-9767		
G-43991		
G-44013		
G3O-33309		
GDQC-105657		
G-10913		
G-10938		
G-15268		
G-15295		
G-11382		
G-11404		
G-44396		
G-44418		
G-16033		
G-16063		
HS04044		
G-515		
G-496		
HS09233		
HS08829	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000175511'>ENSG00000175511</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD3B1'>HSD3B1</a>"
G-11916		
G-11888		
AT3G22200-LER		
AT3G15820		
G-17950		
G-17923		
G-12341		
G-12311		
G-58206		
G-58183		
G-27179		
G-27157		
G-9115		
G-9085		
D29811		
ATMG00516		
G-12773		
G-12749		
G-10429		
G-10395		
G-376		
G-360		
G-14858		
G-14834		
G-9739		
G-9710		
G-43997		
G-43975		
G3O-39		
G3O-31543		
G-10922		
G-10894		
G-15278		
G-15248		
G-11388		
G-11364		
G-44403		
G-44378		
G-16041		
G-16013		
HS04082	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000117009'>ENSG00000117009</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=KMO'>KMO</a>"
HS03892		
G-501		
G-478		
HS08931		
HS08577	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000161217'>ENSG00000161217</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYT1A'>PCYT1A</a>"
G-11895		
G-11867		
AT3G16785		
AT3G11430		
G-17929		
G-17907		
G-12319		
G-12295		
G-58190		
G-58167		
G-27163		
G-27137		
G-9091		
G-9058		
BBSB		
AT5G66760		
G-12757		
G-12733		
G-10401		
G-10377		
G-364		
G-34650		
G-14840		
G-14818		
G-9716		
G-9685		
G-43981		
