"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Ensembl"	"GeneCards"
EG12387	"b2660"	2789982	2791250	EG12387-MONOMER		
SYNPCC7942_0308		305969	307108	SYNPCC7942_0308-MONOMER		
BSU39760		4082920	4084383	BSU39760-MONOMER		
SCO5091	"SCO5091"	5533653	5534546	SCO5091-MONOMER		
BSU38160		3915319	3917268	BSU38160-MONOMER		
RHA1_RO10211		204647	205453	RHA1_RO10211-MONOMER		
BSU35600		3656752	3658203	BSU35600-MONOMER		
RHA1_RO08060		56116	57498	RHA1_RO08060-MONOMER		
BSU28810		2949053	2950024	BSU28810-MONOMER		
MGI:2444110		32197219	32464204	MGI:2444110-MONOMER		
BSU15510		1622657	1623751	BSU15510-MONOMER		
MGI:1277124		42425551	42460127	MGI:1277124-MONOMER		
BSU11710		1246837	1247652	BSU11710-MONOMER		
BSU06150		667466	668527	BSU06150-MONOMER		
YOR245C	"YOR245C"	794076	795332	YOR245C-MONOMER		
AT5G51820		21080594	21085283	AT5G51820-MONOMER		
YNR043W		701892	703082	MONOMER-653		
AT5G23300		7847590	7850407	AT5G23300-MONOMER		
YMR208W		684466	685797	YMR208W-MONOMER		
AT4G23850	"AT4G23850"	12403477	12408345	AT4G23850-MONOMER		
HP0773	"HP0773"	825362	826453	HP0773-MONOMER		
YLR328W		784913	786118	YLR328W-MONOMER		
AT4G09020		5784073	5788999	AT4G09020-MONOMER		
HP0094	"HP0094"	99373	99840	HP0093-MONOMER		
YKR009C		454352	457054	YKR009C-MONOMER		
AT3G29670		11530351	11531829	AT3G29670-MONOMER		
G7266	"b2431"	2549646	2550545	G7266-MONOMER		
YJL071W		305828	307552	YJL071W-MONOMER		
AT3G07800	"AT3G07800"	2489393	2491093	AT3G07800-MONOMER		
YHR018C		140002	141393	YHR018C-MONOMER		
AT2G43090	"AT2G43090"	17926004	17927506	AT2G43090-MONOMER		
G3O-34116	"YPL228W"	118382	120031	G3O-34116-MONOMER		
YFR019W		184490	191326	YFR019W-MONOMER		
AT2G22780		9696495	9699223	AT2G22780-MONOMER		
G3O-33092	"YNL062C"	508776	510212	G3O-33092-MONOMER		
YDL232W	"YDL232W"	38487	38597	YDL232W-MONOMER		
AT1G65930		24542567	24545792	AT1G65930-MONOMER		
G3O-32117	"YLL012W"	125534	127255	G3O-32117-MONOMER		
YBR110W	YBR110W	458872	460221	YBR110W-MONOMER		
AT1G32900		11920370	11923746	AT1G32900-MONOMER		
G3O-30626	"YGL130W"	266145	267524	G3O-30626-MONOMER		
VC0771		826197	827078	MONOMER-15205 // VC0771-MONOMER		
G3O-29167	"YBR236C"	690383	691693	G3O-29167-MONOMER		
SYNPCC7942_2117		2198155	2199594	SYNPCC7942_2117-MONOMER		
G185E-7795	"Rv3518c"	3954325	3955521	G185E-7795-MONOMER		
SYNPCC7942_1637		1705426	1706484	SYNPCC7942_1637-MONOMER		
G185E-5382	"Rv1212c"	1354498	1355661	G185E-5382-MONOMER		
SYNPCC7942_1231		1251930	1252904	SYNPCC7942_1231-MONOMER		
G-9370				MONOMER-12104		
SYNPCC7942_1002		1013888	1014316	SYNPCC7942_1002-MONOMER		
G-15403				MONOMER-17705		
SYNPCC7942_0456		445209	445346	SYNPCC7942_0456-MONOMER		
EG11542	"b0494"	519139	519765	THIOESTERI-MONOMER		
SYNPCC7942_0169		168176	170347	SYNPCC7942_0169-MONOMER		
BSU39730		4079083	4080996	BSU39730-MONOMER		
SCO5087		5529801	5531204	SCO5087-MONOMER		
BSU37670		3866596	3867360	BSU37670-MONOMER		
RHA1_RO10145		132937	133302	RHA1_RO10145-MONOMER		
BSU35570		3652588	3654054	BSU35570-MONOMER		
RHA1_RO08057		53899	55140	RHA1_RO08057-MONOMER		
BSU27010	"BSU27010"	2756312	2757361	BSU27010-MONOMER		
MGI:2135760		76815256	76836662	MGI:2135760-MONOMER		
BSU15350		1607556	1608836	BSU15350-MONOMER		
MGI:108074		88648839	88729180	MGI:108074-MONOMER		
BSU11680		1244844	1245044	BSU11680-MONOMER		
YPR184W	YPR184W	902044	906654	YPR184W-MONOMER		
BSU02100	"BSU02100"	229525	230778	BSU02100-MONOMER		
YOR180C		674352	675167	YOR180C-MONOMER		
AT5G47720		19348773	19351653	AT5G47720-MONOMER		
YNL280C		109093	110409	YNL280C-MONOMER		
AT5G16970	"AT5G16970"	5576171	5578078	AT5G16970-MONOMER		
YMR149W	"YMR149W"	560996	561856	YMR149W-MONOMER		
AT4G22880	"AT4g22880"	11007641	11008795	AT4G22880-MONOMER		
HP0421	"HP0421"	435098	436267	HP0421-MONOMER		
YLR304C	"YLR304C"	735212	737548	YLR304C-MONOMER		
AT4G00400				AT4G00400-MONOMER		
HP0027		27557	28834	HP0027-MONOMER		
YKL152C	"YKL152C"	163642	164385	YKL152C-MONOMER		
AT3G25900		9482087	9484124	AT3G25900-MONOMER		
G7187	"b2293"	2411439	2412089	G7187-MONOMER		
YIR032C		415027	415614	YIR032C-MONOMER		
AT3G06060		1827986	1830206	AT3G06060-MONOMER		
YGR177C	YGR177C	848829	850436	YGR177C-MONOMER		
AT2G39930		16673101	16679572	AT2G39930-MONOMER		
G3O-34081	"YPL188W"	191406	192650	G3O-34081-MONOMER		
YER061C	"YER061C"	278298	279626	YER061C-MONOMER		
AT2G13810	"AT2G13810.1"	5775528	5779341	AT2G13810-MONOMER		
G3O-33060	"YNL022C"	591427	592899	G3O-33060-MONOMER		
YDL131W		227393	228715	YDL131W-MONOMER		
AT1G64400	"AT1G64400"	23919261	23923446	AT1G64400-MONOMER		
G3O-31885	"YKL094W"	263349	264290	G3O-31885-MONOMER		
YBL082C	YBL082C	69751	71127	YBL082C-MONOMER		
AT1G23310		8268393	8271922	AT1G23310-MONOMER		
G3O-30409		12929	13951	MONOMER3O-3915		
SYNPCC7942_2526		2607529	2608878	SYNPCC7942_2526-MONOMER		
G3O-29	"YBR070C"	379221	379934	MONOMER3O-23		
SYNPCC7942_2092		2173280	2174821	SYNPCC7942_2092-MONOMER		
G185E-7683	"Rv3406"	3825330	3826217	G185E-7683-MONOMER		
SYNPCC7942_1479		1530970	1531083	SYNPCC7942_1479-MONOMER		
G185E-5101	"Rv0946c"	1055024	1056685	G185E-5101-MONOMER		
SYNPCC7942_1181		1212095	1212802	SYNPCC7942_1181-MONOMER		
G-630				MONOMER-1029		
SYNPCC7942_0890		896748	901358	SYNPCC7942_0890-MONOMER		
G-15273	"NE2063"			MONOMER-3741		
SYNPCC7942_0337		332458	333408	SYNPCC7942_0337-MONOMER		
EG11436	"b4269"	4495190	4496209	EG11436-MONOMER		
SYNPCC7942_0098		98302	100086	SYNPCC7942_0098-MONOMER		
BSU39680		4073974	4074810	BSU39680-MONOMER		
SCO5075		5516977	5517897	SCO5075-MONOMER		
BSU35750		3681370	3682140	BSU35750-MONOMER		
RHA1_RO10136	"RHA1_ro10136"	126010	126867	RHA1_RO10136-MONOMER		
BSU35530		3648654	3649730	BSU35530-MONOMER		
Q0275		79213	80022	Q0275-MONOMER		
BSU24270		2523713	2525614	BSU24270-MONOMER		
MGI:1924876		17619450	17644920	MGI:1924876-MONOMER		
BSU14870		1558034	1558954	BSU14870-MONOMER		
BSU11650		1242449	1243159	BSU11650-MONOMER		
YPR001W	"YPR001W"	556377	557837	YPR001W-MONOMER		
AT5G66220				AT5G66220-MONOMER		
YOR103C	"YOR103C"	516449	516841	YOR103C-MONOMER		
AT5G40870	"AT5G40870"	16392136	16395880	AT5G40870-MONOMER		
YNL202W		259578	260456	YNL202W-MONOMER		
AT5G08640		2804008	2805174	AT5G08640-MONOMER		
YMR013C	YMR013C	295179	296738	YMR013C-MONOMER		
YML126C		19061	20536	YML126C-MONOMER		
AT4G19810	"AT4G19810"	10763944	10765763	AT4G19810-MONOMER		
HP0326				HP0326-MONOMER		
YLR239C	"YLR239C"	616332	617318	YLR239C-MONOMER		
AT3G57610	"AT3G57610"	21345261	21347650	AT3G57610-MONOMER		
GJAJ-5254	"BA_5573"	3802405	3802992	MONOMER-17898		
YKL140W	"YKL140W"	180779	182425	YKL140W-MONOMER		
AT3G24090		8697845	8701015	AT3G24090-MONOMER		
G6770	"b1463"	1534024	1534869	G6770-MONOMER		
YIR027C		406257	407639	YIR027C-MONOMER		
AT3G03630	"AT3G03630"	877935	880453	AT3G03630-MONOMER		
G6527	"b1018"	1082243	1083370	G6527-MONOMER		
YGR019W	YGR019W	525233	526648	YGR019W-MONOMER		
AT2G39030		16305305	16306280	AT2G39030-MONOMER		
G3O-33945	"YPL030W"	493543	495246	G3O-33945-MONOMER		
YEL002C	"YEL002C"	148722	150014	YEL002C-MONOMER		
AT1G80360	"AT1G80360.1"	30213391	30215695	AT1G80360-MONOMER		
G3O-32837	"YMR145C"	554793	556475	G3O-32837-MONOMER		
YDL045C		372685	373605	YDL045C-MONOMER		
AT1G62540		23155459	23159382	AT1G62540-MONOMER		
G3O-31510	"YJL046W"	352386	353615	G3O-31510-MONOMER		
YAL060W	YAL060W	35155	36303	YAL060W-MONOMER		
AT1G17160	"AT1G17160.1"	5867639	5869349	AT1G17160-MONOMER		
G3O-29993	"YDR465C"	1393336	1394574	G3O-29993-MONOMER		
SYNPCC7942_2426		2498780	2498893	SYNPCC7942_2426-MONOMER		
G3O-28	"YGL047W"	411552	412160	MONOMER3O-20		
SYNPCC7942_2048		2121521	2123725	SYNPCC7942_2048-MONOMER		
G185E-7330	"Rv3068c"	3431979	3433622	G185E-7330-MONOMER		
SYNPCC7942_1389		1434538	1435620	SYNPCC7942_1389-MONOMER		
G185E-4787	"RV0644c"	738295	739158	G185E-4787-MONOMER		
SYNPCC7942_1176		1209559	1209693	SYNPCC7942_1176-MONOMER		
G-41				MONOMER-871		
SYNPCC7942_0696		689050	689145	SYNPCC7942_0696-MONOMER		
G-15259	"NE2339"			HAONITRO-MONOMER		
SYNPCC7942_0334		329764	330279	SYNPCC7942_0334-MONOMER		
EG11121	"b1253"	1311848	1312246	EG11121-MONOMER		
SCO6279	"SCO6279"	6936149	6937705	SCO6279-MONOMER		
BSU38530		3955223	3956401	BSU38530-MONOMER		
SCO5072		5514323	5515246	SCO5072-MONOMER		
BSU35720		3676159	3678399	BSU35720-MONOMER		
RHA1_RO10126		117026	117838	RHA1_RO10126-MONOMER		
BSU33530		3444329	3445405	BSU33530-MONOMER		
MTR.43949.1.S1_AT				MTR.43949.1.S1_AT-MONOMER		
BSU22460		2357078	2358211	BSU22460-MONOMER		
MGI:1861380		52964837	52973372	MGI:1861380-MONOMER		
BSU13730		1440100	1440549	BSU13730-MONOMER		
HS16863		67854160	67858719	HS16863-MONOMER		
BSU10540		1127466	1128314	BSU10540-MONOMER		
HS15363		14713480	14717099	HS15363-MONOMER		
YPL117C		327863	328729	YPL117C-MONOMER		
AT5G60340	"AT5G60340"	24291105	24293117	AT5G60340-MONOMER		
YOR002W	YOR002W	329417	331051	YOR002W-MONOMER		
AT5G36790	"AT5G36790"	14498178	14500993	AT5G36790-MONOMER		
YNL048W	YNL048W	538173	539819	MONOMER3O-36		
AT5G03290				AT5G03290-MONOMER		
HS11953				HS11953-MONOMER		
HS11932				HS11932-MONOMER		
YML086C	"YML086C"	95791	97371	YML086C-MONOMER		
AT4G14440	"AT4G14440"	8306741	8307749	AT4G14440-MONOMER		
HP0193	"HP0193"	200010	200777	HP0193-MONOMER		
YLR100W		341811	342854	YLR100W-MONOMER		
AT3G54470	"AT3G54470"	20179073	20181275	AT3G54470-MONOMER		
GCQ7-3299	"ECD_03063"	3210773	3211339	GCQ7-3299-MONOMER		
YKL024C	"YKL024C"	392526	393140	YKL024C-MONOMER		
AT3G23410		8382812	8386155	AT3G23410-MONOMER		
YIL099W	YIL099W	178004	179653	YIL099W-MONOMER		
AT3G01500		194731	198026	AT3G01500-MONOMER		
G6329	"b0600"	633586	634746	G6329-MONOMER		
YGL205W		108158	110404	YGL205W-MONOMER		
AT2G37770		15841961	15844079	AT2G37770-MONOMER		
G3O-33688	"YOR175C"	659815	661674	G3O-33688-MONOMER		
YDR297W	"YDR297W"	1056542	1057591	YDR297W-MONOMER		
AT1G73370		27588140	27591987	AT1G73370-MONOMER		
G3O-32728	"YMR023C"	319437	321017	G3O-32728-MONOMER		
YCL018W	"YCL018W"	91324	92418	YCL018W-MONOMER		
AT1G53240		19858283	19860605	AT1G53240-MONOMER		
G3O-31303	"YIL030C"	296050	300009	G3O-31303-MONOMER		
VC1457	"VC1457"	1567338	1568114	VC1457-MONOMER		
AT1G05630		1682317	1687362	AT1G05630-MONOMER		
G3O-29578	"YDL193W"	114672	115799	G3O-29578-MONOMER		
SYNPCC7942_2331		2398625	2399272	SYNPCC7942_2331-MONOMER		
G18NG-12646	"Cgl3025"	3227725	3229083	G18NG-12646-MONOMER		
SYNPCC7942_1982		2052499	2052831	SYNPCC7942_1982-MONOMER		
G185E-6398	"Rv2188c"	2449993	2451150	G185E-6398-MONOMER		
SYNPCC7942_1344		1378378	1378986	SYNPCC7942_1344-MONOMER		
G185E-4280	"Rv0162c"	191982	193133	G185E-4280-MONOMER		
SYNPCC7942_1068		1079478	1080773	SYNPCC7942_1068-MONOMER		
G-3402				COEALPHACLTH-MONOMER		
SYNPCC7942_0639		630677	631969	SYNPCC7942_0639-MONOMER		
G-12016				AT3G01420-MONOMER		
SYNPCC7942_0331		327926	328711	SYNPCC7942_0331-MONOMER		
EG10397	"b3424"	3560622	3561452	EG10397-MONOMER		
SCO6273	SCO6273	6900898	6907356	SCO6273-MONOMER		
BSU38500		3952275	3953786	BSU38500-MONOMER		
SCO2782	"SCO2782"	3035641	3037083	SCO2782-MONOMER		
BSU35690		3670035	3671375	BSU35690-MONOMER		
RHA1_RO08164		161309	162115	RHA1_RO08164-MONOMER		
BSU30230		3093343	3094689	BSU30230-MONOMER		
MGI:96090				MGI:96090-MONOMER		
BSU15800		1654730	1655374	BSU15800-MONOMER		
MGI:1328365		116409777	116413635	MGI:1328365-MONOMER		
BSU13590		1427034	1428278	BSU13590-MONOMER		
HS16294		9797734	9862774	ENSG00000174083-MONOMER		
BSU10130		1087250	1088182	BSU10130-MONOMER		
YOR377W	YOR377W	1046226	1047803	YOR377W-MONOMER		
AT5G54810		22281820	22284011	AT5G54810-MONOMER		
YOL066C		202696	204471	YOL066C-MONOMER		
AT5G26667		9275950	9278599	AT5G26667-MONOMER		
HS13010	"UNQ9375/PRO34191"	74147933	74175811	ENSG00000121039-MONOMER		
YMR271C	"YMR271C"	806865	807548	YMR271C-MONOMER		
AT4G37870				AT4G37870-MONOMER		
AT4G33670		16169528	16171564	AT4G33670-MONOMER		
HS00041		17846232	17891769	HS13481-MONOMER		
YML019W	"YML019W"	233457	234455	YML019W-MONOMER		
AT4G13280		7733110	7736741	AT4G13280-MONOMER		
HP0107		114500	115420	HP0107-MONOMER		
YLR038C		224921	225172	YLR038C-MONOMER		
AT3G48720		18057308	18060448	AT3G48720-MONOMER		
G7853	"b4190"	4416952	4417701	G7853-MONOMER		
YJR019C		467232	468281	YJR019C-MONOMER		
AT3G17810	"AT3G17810"	6094104	6096572	AT3G17810-MONOMER		
YIL043C	"YIL043C"	274072	274926	YIL043C-MONOMER		
AT2G44750		18458501	18459950	AT2G44750-MONOMER		
G3O-34275	"YPR140W"	814391	815536	G3O-34275-MONOMER		
YGL067W		376099	377253	YGL067W-MONOMER		
AT2G32010		13631869	13636223	AT2G32010-MONOMER		
G3O-33520	"YOL124C"	85456	86757	G3O-33520-MONOMER		
YDR234W		931120	933201	YDR234W-MONOMER		
AT1G68890	"AT1G68890"	25900608	25910373	AT1G68890-MONOMER		
G3O-32610	"YML005W"	260221	261609	G3O-32610-MONOMER		
YBR243C	YBR243C	705447	706793	YBR243C-MONOMER		
AT1G44350	"AT1G44350.1"	16836650	16840726	AT1G44350-MONOMER		
G3O-31118	"YHR067W"	230970	231812	G3O-31118-MONOMER		
VC0775		830976	832292	VC0775-MONOMER		
AT1G02205		418767	422438	AT1G02205-MONOMER		
G3O-29458	"YDL033C"	392659	393912	G3O-29458-MONOMER		
SYNPCC7942_2315		2383870	2385324	SYNPCC7942_2315-MONOMER		
G18NG-10183	"Cgl0621"	632687	633079	G18NG-10183-MONOMER		
SYNPCC7942_1882		1954814	1955224	SYNPCC7942_1882-MONOMER		
G185E-6032	"Rv1837c"	2084756	2086981	G185E-6032-MONOMER		
SYNPCC7942_1250		1273781	1274260	SYNPCC7942_1250-MONOMER		
G12WB-500	"CD630_03940"	465358	466356	G12WB-500-MONOMER		
SYNPCC7942_1053		1064646	1065137	SYNPCC7942_1048-MONOMER		
G-2903				MONOMER-3843		
SYNPCC7942_0578		558408	559616	SYNPCC7942_0578-MONOMER		
EG12410	"b2467"	2582903	2583478	EG12410-MONOMER		
SYNPCC7942_0309		307139	309043	SYNPCC7942_0309-MONOMER		
CHLREDRAFT_147968		712724	713589	CHLREDRAFT_147968-MONOMER		
SCO5092	"SCO5092"	5534558	5535091	SCO5092-MONOMER		
BSU38170		3917296	3918261	BSU38170-MONOMER		
RHA1_RO10212		205491	205685	RHA1_RO10212-MONOMER		
BSU35660		3664241	3665383	BSU35660-MONOMER		
RHA1_RO08161		159108	159839	RHA1_RO08161-MONOMER		
BSU29580		3025748	3026953	BSU29580-MONOMER		
MGI:2444678		139319649	139463410	MGI:2444678-MONOMER		
BSU15520		1623736	1626951	BSU15520-MONOMER		
MGI:1278330		41206979	41210148	MGI:1278330-MONOMER		
BSU12080		1279514	1280503	BSU12080-MONOMER		
BSU08650		937079	937831	BSU08650-MONOMER		
YOR251C	"YOR251C"	802550	803464	YOR251C-MONOMER		
AT5G51970		21128671	21130629	AT5G51970-MONOMER		
YNR050C		714045	715385	MONOMER3O-363		
AT5G24300	"AT5G24300"	8266801	8271199	AT5G24300-MONOMER		
YMR220W		712315	713670	YMR220W-MONOMER		
AT4G25970	"AT4G25970"	13185739	13189444	MONOMER-20228 // MONOMER-20229 // AT4G25970-MONOMER		
HP0779		831923	834484	HP0779-MONOMER		
YLR395C		909729	909965	YLR395C-MONOMER		
AT4G09320	"AT4G09320"	5923397	5924529	AT4G09320-MONOMER		
HP0100	"HP100"	106152	107258	HP0100-MONOMER		
YKR053C	"YKR053C"	533704	534918	YKR053C-MONOMER		
AT3G46940	"AT3G46940"	17299179	17299937	AT3G46940-MONOMER		
G7492	"b2873"	3010028	3011413	G7492-MONOMER		
YJL088W		268495	269511	YJL088W-MONOMER		
AT3G09260		2840483	2843787	AT3G09260-MONOMER		
YHR051W		209705	210151	YHR051W-MONOMER		
AT2G43900		18185665	18190947	AT2G43900-MONOMER		
G3O-34137	"YPL252C"	73363	73881	G3O-34137-MONOMER		
YGL001C		495457	496506	YGL001C-MONOMER		
AT2G24190		10290714	10292060	AT2G24190-MONOMER		
G3O-33202	"YNL191W"	280432	281505	G3O-33202-MONOMER		
YDR062W	"YDR062W"	576468	578153	YDR062W-MONOMER		
AT1G66270		24703653	24706704	AT1G66270-MONOMER		
G3O-32181	"YLR020C"	181789	183405	G3O-32181-MONOMER		
YBR115C	"YBR115C"	469706	473884	YBR115C-MONOMER		
AT1G34120	"AT1G34120"	12426756	12429688	AT1G34120-MONOMER		
G3O-30709	"YGL236C"	53787	55796	G3O-30709-MONOMER		
VC0772		827179	828810	VC0772-MONOMER		
G3O-29201	"YBR281C"	764970	767606	G3O-29201-MONOMER		
SYNPCC7942_2156		2239305	2240726	SYNPCC7942_2156-MONOMER		
G185E-7870	"Rv3592"	4034057	4034374	G185E-7870-MONOMER		
SYNPCC7942_1679		1747252	1747590	SYNPCC7942_1679-MONOMER		
G185E-5383	"Rv1213"	1355836	1357050	G185E-5383-MONOMER		
SYNPCC7942_1232		1252950	1253489	SYNPCC7942_1232-MONOMER		
G-9919				MONOMER-13021		
SYNPCC7942_1047		1060318	1060839	SYNPCC7942_1047-MONOMER		
G-15453				MONOMER-17779		
SYNPCC7942_0475		460449	460544	SYNPCC7942_0475-MONOMER		
EG11725	"b3715"	3896774	3897439	EG11725-MONOMER		
SYNPCC7942_0260		255961	258435	SYNPCC7942_0260-MONOMER		
BSU39740		4081029	4082006	BSU39740-MONOMER		
SCO5088		5531201	5532424	SCO5088-MONOMER		
BSU38140		3914315	3914689	BSU38140-MONOMER		
RHA1_RO10208		202256	203719	RHA1_RO10208-MONOMER		
BSU35580		3654139	3655524	BSU35580-MONOMER		
RHA1_RO08058		55137	55466	RHA1_RO08058-MONOMER		
BSU28510	"BSU28510"	2913661	2915148	BSU28510-MONOMER		
MGI:2181962		57092913	57121549	MGI:2181962-MONOMER		
BSU15490		1620476	1621390	BSU15490-MONOMER		
MGI:1099431		53428131	53472766	MGI:1099431-MONOMER		
BSU11690		1245041	1245811	BSU11690-MONOMER		
BSU04040		456068	456817	BSU04040-MONOMER		
HS14553		91852683	91899232	HS14553-MONOMER		
YOR196C	"YOR196C"	715593	716837	YOR196C-MONOMER		
AT5G47760	"AT5G47760"	19360112	19362265	AT5G47760-MONOMER		
YNR019W	"YNR019W"	665339	667267	YNR019W-MONOMER		
AT5G23020		7718124	7721842	AT5G23020-MONOMER		
YMR202W		667536	668204	YMR202W-MONOMER		
AT4G23100	"At4g23100"			AT4G23100-MONOMER		
HP0558	"HP0558"	592491	593729	HP0558-MONOMER		
YLR307W		745620	746525	YLR307W-MONOMER		
AT4G01070		461224	462666	AT4G01070-MONOMER		
HP0089	"HP0089"	95191	95886	HP0089-MONOMER		
YKL182W		100676	106831	YKL182W-MONOMER		
AT3G26830	"AT3g26830"	9890236	9891806	AT3G26830-MONOMER		
G7236	"b2373"	2490256	2491950	G7236-MONOMER		
YIR034C		419612	420733	YIR034C-MONOMER		
AT3G06510	"AT3G06510.2"	2016443	2019680	AT3G06510-MONOMER		
YGR227W	YGR227W	947420	948997	YGR227W-MONOMER		
AT2G40840		17052041	17058025	AT2G40840-MONOMER		
G3O-34097	"YPL206C"	162632	163597	G3O-34097-MONOMER		
YER062C	"YER062C"	279930	280682	YER062C-MONOMER		
AT2G17130				AT2G17130-MONOMER		
G3O-33069	"YNL032W"	574506	575351	G3O-33069-MONOMER		
YDL182W		133438	134724	YDL182W-MONOMER		
AT1G65520	"AT1G65520"	24364695	24365656	AT1G65520-MONOMER		
G3O-32035	"YKR069W"	571612	573393	G3O-32035-MONOMER		
YBR002C	YBR002C	241708	242568	YBR002C-MONOMER		
AT1G24360		8640571	8643467	AT1G24360-MONOMER		
G3O-30538	"YGL018C"	459110	459664	G3O-30538-MONOMER		
SYNPCC7942_2537		2619632	2620231	SYNPCC7942_2537-MONOMER		
G3O-29006	"YBR026C"	292877	294019	G3O-29006-MONOMER		
SYNPCC7942_2093		2174870	2176162	SYNPCC7942_2093-MONOMER		
G185E-7686	"Rv3409c"	3826991	3828727	G185E-7686-MONOMER		
SYNPCC7942_1542		1599353	1600381	SYNPCC7942_1542-MONOMER		
G185E-5310	"Rv1143"	1270062	1271144	G185E-5310-MONOMER		
SYNPCC7942_1182		1212795	1213313	SYNPCC7942_1182-MONOMER		
G-631				MONOMER-1028		
SYNPCC7942_0893		903201	904283	SYNPCC7942_0893-MONOMER		
G-15274	"NE2062"			MONOMER-3761		
SYNPCC7942_0407		400429	400671	SYNPCC7942_0407-MONOMER		
EG11445	"b2918"	3062987	3063982	EG11445-MONOMER		
SYNPCC7942_0118		116943	118427	SYNPCC7942_0118-MONOMER		
BSU39700		4075785	4076819	BSU39700-MONOMER		
SCO5080	"SCO5080"	5521738	5522883	SCO5080-MONOMER		
BSU35760		3682173	3683318	BSU35760-MONOMER		
RHA1_RO10143		130966	132336	RHA1_RO10143-MONOMER		
BSU35540		3649875	3651068	BSU35540-MONOMER		
RHA1_RO08054		51782	52597	RHA1_RO08054-MONOMER		
BSU25180		2598616	2599266	BSU25180-MONOMER		
MGI:1927578		108776448	108861888	MGI:1927578-MONOMER		
BSU14880		1559309	1560226	BSU14880-MONOMER		
BSU11660		1243134	1243751	BSU11660-MONOMER		
YPR160W	YPR160W	861306	864014	YPR160W-MONOMER		
ATCG00490	"ATCG00490"			ATCG00490-MONOMER		
HS14278		105948292	105969419	HS14278-MONOMER		
YOR143C	"YOR143C"	601383	602342	YOR143C-MONOMER		
AT5G41040		16448602	16450533	AT5G41040-MONOMER		
HS13249		56173998	56199061	HS13249-MONOMER		
YNL219C	YNL219C	235996	237663	YNL219C-MONOMER		
AT5G09660		2993445	2995676	AT5G09660-MONOMER		
YMR062C		395053	396378	YMR062C-MONOMER		
EG11283	"b4104"	4322661	4323281	PHNE-MONOMER		
EG10714	"b4105"	4323336	4324352	PHND-MONOMER		
EG10863	"b3643"	3815863	3816549	EG10863-MONOMER		
G-9001		47202	48713	MONOMER-11548		
G-29				MONOMER-30		
AT1G30530				AT1G30530-MONOMER		
AT4G10100				AT4G10100-MONOMER		
G-9600				MONOMER-12501		
G-10523				MONOMER-13793		
G-141				BAIA2EUBSP-MONOMER		
G-434				PSBB-MONOMER		
G-14947				MONOMER-17155		
G-10078				MONOMER-13238		
G185E-7837	"Rv3560c"			G185E-7837-MONOMER		
G-44067				MONOMER-19357		
G-10994				MONOMER-14408		
HS03286		70218676	70279279	HS03286-MONOMER		
G-11469				MONOMER-15027		
G-15354				MONOMER-17640		
G-44471				MONOMER-19767		
G-17612				MONOMER-18102		
HS08155		31248250	31257199	HS08155-MONOMER		
G-54971				MONOMER-20086		
G-11975				MONOMER-15604		
me1				MONOMER-868		
G-1801				MONOMER-2602		
G-12399				MONOMER-16093		
G-8866				MONOMER-11388		
G-274				SPEBBACSU-MONOMER		
AT1G19670				AT1G19670-MONOMER		
AT3G62720	"At3g62720"			AT3G62720-MONOMER		
G-9581				MONOMER-12473		
G-10502				MONOMER-13769		
G-1322				MONOMER-1884		
G-4181				MONOMER-5945		
G-14920				MONOMER-17119		
G-10061				MONOMER-13220		
G185E-7792	"Rv3515c"			G185E-7792-MONOMER		
G-44051				MONOMER-19341		
G-10977				MONOMER-14391		
HS03025		88486356	88534850	HS03025-MONOMER		
G-11450		117687238	117701219	MONOMER-15003		
G-15338				MONOMER-17622		
G-44455	"G2583_2558"			MONOMER-19751		
G-1682				MONOMER-2362		
HS07859		230945353	230960958	HS07859-MONOMER		
G-544				MONOMER-869		
G-11955	"YKL191W"			MONOMER-15579		
YNR041C				YNR041C-MONOMER		
G-17996	"Alvin_2489"			MONOMER-18523		
G-12383				MONOMER-16077		
G-8708				MONOMER-11189		
G-27218				MONOMER-18750		
AT1G14520				AT1G14520-MONOMER		
AT3G55030				AT3G55030-MONOMER		
G-9556				MONOMER-12425		
G-10481				MONOMER-13726		
G-12827				MONOMER-16586		
G-402				FBAASYN-MONOMER		
G-14899				MONOMER-17096		
G-10045				MONOMER-13202		
G185E-7212	"Rv2958c"			G185E-7212-MONOMER		
G-44035				MONOMER-19325		
G-10961				MONOMER-14371		
HS02818		104989627	105031295	HS02818-MONOMER		
G-11429				MONOMER-14982		
G-15319				MONOMER-17600		
G-44439	"BV133_769"			MONOMER-19735		
G-161				MONOMER-580		
HS07688		113407680	113446449	HS07688-MONOMER		
G-526				MONOMER-750		
G-11936				MONOMER-15561		
YML110C				YML110C-MONOMER		
G-17977				MONOMER-18502		
G-12367	"Alvin_1118"			MONOMER-16062		
G-8601				MONOMER-11081		
G-27203				MONOMER-18730		
AT1G08480				AT1G08480-MONOMER		
AT3G47833				AT3G47833-MONOMER		
G-9539				MONOMER-12387		
G-10457				MONOMER-13697		
G-128				MONOMER-13054		
G-386				MCRGMBARK-MONOMER		
G-14883	"SACE_0726"			MONOMER-17080		
G-10028				MONOMER-13183		
G185E-6686	"Rv2454c"			G185E-6686-MONOMER		
G-44019				MONOMER-19309		
G-10944				MONOMER-14351		
HS02513		30192203	30197579	HS02513-MONOMER		
G-11409				MONOMER-14960		
