HMDB,Compound,Reaction,Reaction Name,MetaCyc Gene,HGNC,Ensembl
HMDB00574,CYS,CYSTEINE-DIOXYGENASE-RXN,L-cysteine + oxygen  &rarr;  3-sulfinoalanine + H<SUP>+</SUP>,HS05299,CDO1,ENSG00000129596
HMDB00574,CYS,RXN-15881,L-cysteine desulfurase + L-cysteine  &rarr;  an <i>S</i>-sulfanyl-[L-cysteine desulfurase] + L-alanine,G7325,iscS,NA
HMDB00574,CYS,RXN-15881,L-cysteine desulfurase + L-cysteine  &rarr;  an <i>S</i>-sulfanyl-[L-cysteine desulfurase] + L-alanine,BSU29590,iscS,NA
HMDB00574,CYS,RXN-15881,L-cysteine desulfurase + L-cysteine  &rarr;  an <i>S</i>-sulfanyl-[L-cysteine desulfurase] + L-alanine,G3O-29283,NFS1,NA
HMDB00574,CYS,RXN-15881,L-cysteine desulfurase + L-cysteine  &rarr;  an <i>S</i>-sulfanyl-[L-cysteine desulfurase] + L-alanine,HS01304,NFS1,NA
HMDB00574,CYS,RXN0-1924,L-cysteine<sub>[cytosol]</sub>  &rarr;  L-cysteine<sub>[periplasm]</sub>,EG11639,eamA,NA
HMDB00574,CYS,RXN0-1924,L-cysteine<sub>[cytosol]</sub>  &rarr;  L-cysteine<sub>[periplasm]</sub>,EG12445,eamB,NA
HMDB00574,CYS,RXN0-3,L-cysteine<sub>[cytosol]</sub> + ATP + H<sub>2</sub>O  &rarr;  L-cysteine<sub>[periplasm]</sub> + ADP + phosphate + H<SUP>+</SUP>,EG10012,cydC,NA
HMDB00574,CYS,RXN0-3,L-cysteine<sub>[cytosol]</sub> + ATP + H<sub>2</sub>O  &rarr;  L-cysteine<sub>[periplasm]</sub> + ADP + phosphate + H<SUP>+</SUP>,EG11405,cydD,NA
HMDB00574,CYS,TRANS-RXN-265,L-cysteine<sub>[periplasm]</sub> + ATP + H<sub>2</sub>O  &rarr;  L-cysteine<sub>[cytosol]</sub> + ADP + phosphate + H<SUP>+</SUP>,G7039,tcyJ,NA
HMDB00574,CYS,TRANS-RXN-265,L-cysteine<sub>[periplasm]</sub> + ATP + H<sub>2</sub>O  &rarr;  L-cysteine<sub>[cytosol]</sub> + ADP + phosphate + H<SUP>+</SUP>,G7037,tcyL,NA
HMDB00574,CYS,TRANS-RXN-265,L-cysteine<sub>[periplasm]</sub> + ATP + H<sub>2</sub>O  &rarr;  L-cysteine<sub>[cytosol]</sub> + ADP + phosphate + H<SUP>+</SUP>,EG12347,tcyN,NA
HMDB00574,CYS,TRANS-RXN-287,L-cysteine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-cysteine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,G6934,tcyP,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,G-7622,Anpep,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,G3O-2,DUG1,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,G-7641,LAP3,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,EG10694,pepA,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,EG12310,pepB,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,EG10695,pepD,NA
HMDB00574,CYS,RXN-6622,L-cysteinyl-glycine + H<sub>2</sub>O  &rarr;  L-cysteine + glycine,EG10696,pepN,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,G-14594,ECS,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,G-15982,egtA,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,G-7663,Gclc,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,HS00071,GCLC,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,G-7664,Gclm,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,HS00434,GCLM,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,AT4G23100,GSH1,NA
HMDB00574,CYS,GLUTCYSLIG-RXN,L-glutamate + L-cysteine + ATP  &rarr;  &gamma;-L-glutamyl-L-cysteine + ADP + phosphate + H<SUP>+</SUP>,EG10418,gshA,NA
HMDB00574,CYS,RXN8J2-3,malyl-D-glucosamine + L-cysteine  &rarr;  bacillithiol + H<sub>2</sub>O,BSU15120,bshC,NA
HMDB00574,CYS,RXN-11114,salicylate + 2 L-cysteine + <i>S</i>-adenosyl-L-methionine + NADPH  &rarr;  pyochelin + <i>S</i>-adenosyl-L-homocysteine + NADP<sup>+</sup> + 4 H<sub>2</sub>O,G-11713,pchD,NA
HMDB00574,CYS,RXN-11114,salicylate + 2 L-cysteine + <i>S</i>-adenosyl-L-methionine + NADPH  &rarr;  pyochelin + <i>S</i>-adenosyl-L-homocysteine + NADP<sup>+</sup> + 4 H<sub>2</sub>O,G-11714,pchE,NA
HMDB00574,CYS,RXN-11114,salicylate + 2 L-cysteine + <i>S</i>-adenosyl-L-methionine + NADPH  &rarr;  pyochelin + <i>S</i>-adenosyl-L-homocysteine + NADP<sup>+</sup> + 4 H<sub>2</sub>O,G-11715,pchF,NA
HMDB00574,CYS,RXN-11114,salicylate + 2 L-cysteine + <i>S</i>-adenosyl-L-methionine + NADPH  &rarr;  pyochelin + <i>S</i>-adenosyl-L-homocysteine + NADP<sup>+</sup> + 4 H<sub>2</sub>O,G-11716,pchG,NA
HMDB00574,CYS,RXN-11105,salicylate-adenylate + 3 L-cysteine + malonyl-CoA + 3 <i>S</i>-adenosyl-L-methionine + 6 NADPH + 3 H<SUP>+</SUP>  &rarr;  yersiniabactin + 3 <i>S</i>-adenosyl-L-homocysteine + AMP + coenzyme A + 6 NADP<sup>+</sup> + 8 H<sub>2</sub>O,G-11709,irp1,NA
HMDB00574,CYS,RXN-11105,salicylate-adenylate + 3 L-cysteine + malonyl-CoA + 3 <i>S</i>-adenosyl-L-methionine + 6 NADPH + 3 H<SUP>+</SUP>  &rarr;  yersiniabactin + 3 <i>S</i>-adenosyl-L-homocysteine + AMP + coenzyme A + 6 NADP<sup>+</sup> + 8 H<sub>2</sub>O,G-11710,irp2,NA
HMDB00574,CYS,RXN-11105,salicylate-adenylate + 3 L-cysteine + malonyl-CoA + 3 <i>S</i>-adenosyl-L-methionine + 6 NADPH + 3 H<SUP>+</SUP>  &rarr;  yersiniabactin + 3 <i>S</i>-adenosyl-L-homocysteine + AMP + coenzyme A + 6 NADP<sup>+</sup> + 8 H<sub>2</sub>O,G-11707,ybtE,NA
HMDB00574,CYS,RXN-11105,salicylate-adenylate + 3 L-cysteine + malonyl-CoA + 3 <i>S</i>-adenosyl-L-methionine + 6 NADPH + 3 H<SUP>+</SUP>  &rarr;  yersiniabactin + 3 <i>S</i>-adenosyl-L-homocysteine + AMP + coenzyme A + 6 NADP<sup>+</sup> + 8 H<sub>2</sub>O,G-11708,ybtU,NA
HMDB00172,ILE,RXN-18481,(+)-7-<i>epi</i>-12-hydroxyjasmonoyl-L-isoleucine + H<sub>2</sub>O  &rarr;  <i>cis</i>-tuberonic acid + L-isoleucine,G-3181,ILL4,NA
HMDB00172,ILE,RXN-18481,(+)-7-<i>epi</i>-12-hydroxyjasmonoyl-L-isoleucine + H<sub>2</sub>O  &rarr;  <i>cis</i>-tuberonic acid + L-isoleucine,AT1G44350,ILL6,NA
HMDB00172,ILE,RXN-18481,(+)-7-<i>epi</i>-12-hydroxyjasmonoyl-L-isoleucine + H<sub>2</sub>O  &rarr;  <i>cis</i>-tuberonic acid + L-isoleucine,G-55037,J1H,NA
HMDB00172,ILE,RXN-18484,(+)-7-<i>epi</i>-jasmonoyl-L-isoleucine + H<sub>2</sub>O  &rarr;  (+)-7-<i>epi</i>-jasmonate + L-isoleucine,G-3181,ILL4,NA
HMDB00172,ILE,RXN-18484,(+)-7-<i>epi</i>-jasmonoyl-L-isoleucine + H<sub>2</sub>O  &rarr;  (+)-7-<i>epi</i>-jasmonate + L-isoleucine,AT1G44350,ILL6,NA
HMDB00172,ILE,RXN-18359,(-)-jasmonate + L-isoleucine + ATP  &rarr;  (+)-7-<i>epi</i>-jasmonoyl-L-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,AT2G46370,JAR1,NA
HMDB00172,ILE,RXN-18359,(-)-jasmonate + L-isoleucine + ATP  &rarr;  (+)-7-<i>epi</i>-jasmonoyl-L-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,G-11278,JAR4,NA
HMDB00172,ILE,RXN-18359,(-)-jasmonate + L-isoleucine + ATP  &rarr;  (+)-7-<i>epi</i>-jasmonoyl-L-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,G-11279,JAR6,NA
HMDB00172,ILE,RXN-16292,"<i>N</i>-3-fumaramoyl-L-2,3-diaminopropanoate + L-isoleucine + ATP  &rarr;  dapdiamide B + ADP + phosphate + H<SUP>+</SUP>",G-44181,ddaF,NA
HMDB00172,ILE,RXN-16683,a D-pipecolyl-[acp] + 9-<i>N</i>-methoxy-tryptophan + <i>L</i>-2-amino-8-oxodecanoate + L-isoleucine + 3 ATP  &rarr;  an apicidin-[acp] + 3 AMP + 3 diphosphate + 4 H<SUP>+</SUP>,G-44031,APS1,NA
HMDB00172,ILE,RXN-10455,a jasmonate + L-isoleucine + ATP  &rarr;  a jasmonoyl-L-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,AT2G46370,JAR1,NA
HMDB00172,ILE,RXN-10455,a jasmonate + L-isoleucine + ATP  &rarr;  a jasmonoyl-L-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,G-11278,JAR4,NA
HMDB00172,ILE,RXN-10455,a jasmonate + L-isoleucine + ATP  &rarr;  a jasmonoyl-L-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,G-11279,JAR6,NA
HMDB00172,ILE,ISOLEUCINE--TRNA-LIGASE-RXN,a tRNA<SUP>ile</SUP> + L-isoleucine + ATP  &rarr;  an L-isoleucyl-[tRNA<SUP>ile</SUP>] + AMP + diphosphate,EG10492,ileS,NA
HMDB00172,ILE,RXN-18314,ATP + L-isoleucine + acetoacetyl-CoA  &rarr;  AMP + tenuazonic acid + coenzyme A + diphosphate + H<SUP>+</SUP>,G-54967,TAS1,NA
HMDB00172,ILE,ABC-15-RXN,ATP + L-isoleucine<sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + L-isoleucine<sub>[cytosol]</sub> + phosphate + H<SUP>+</SUP>,EG10536,livF,NA
HMDB00172,ILE,ABC-15-RXN,ATP + L-isoleucine<sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + L-isoleucine<sub>[cytosol]</sub> + phosphate + H<SUP>+</SUP>,EG10537,livG,NA
HMDB00172,ILE,ABC-15-RXN,ATP + L-isoleucine<sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + L-isoleucine<sub>[cytosol]</sub> + phosphate + H<SUP>+</SUP>,EG10538,livH,NA
HMDB00172,ILE,ABC-15-RXN,ATP + L-isoleucine<sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + L-isoleucine<sub>[cytosol]</sub> + phosphate + H<SUP>+</SUP>,EG10539,livJ,NA
HMDB00172,ILE,ABC-15-RXN,ATP + L-isoleucine<sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + L-isoleucine<sub>[cytosol]</sub> + phosphate + H<SUP>+</SUP>,EG10541,livM,NA
HMDB00172,ILE,RXN-10430,indole-3-acetate + L-isoleucine + ATP  &rarr;  indole-3-acetyl-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,AT4G37390,GH3.2,NA
HMDB00172,ILE,RXN-10430,indole-3-acetate + L-isoleucine + ATP  &rarr;  indole-3-acetyl-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,AT2G23170,GH3.3,NA
HMDB00172,ILE,RXN-10430,indole-3-acetate + L-isoleucine + ATP  &rarr;  indole-3-acetyl-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,AT4G27260,GH3.5,NA
HMDB00172,ILE,RXN-10430,indole-3-acetate + L-isoleucine + ATP  &rarr;  indole-3-acetyl-isoleucine + AMP + diphosphate + H<SUP>+</SUP>,AT5G54510,GH3.6,NA
HMDB00172,ILE,1.14.13.117-RXN,"L-isoleucine + 2 a reduced [NADPH-hemoprotein reductase] + 2 oxygen  &rarr;  (1E,2S)-2-methylbutanal oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO<SUB>2</SUB> + 3 H<sub>2</sub>O",G-5147,CYP79D1,NA
HMDB00172,ILE,1.14.13.117-RXN,"L-isoleucine + 2 a reduced [NADPH-hemoprotein reductase] + 2 oxygen  &rarr;  (1E,2S)-2-methylbutanal oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO<SUB>2</SUB> + 3 H<sub>2</sub>O",G-5161,CYP79D2,NA
HMDB00172,ILE,1.14.13.117-RXN,"L-isoleucine + 2 a reduced [NADPH-hemoprotein reductase] + 2 oxygen  &rarr;  (1E,2S)-2-methylbutanal oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO<SUB>2</SUB> + 3 H<sub>2</sub>O",G-5162,CYP79D3,NA
HMDB00172,ILE,1.14.13.117-RXN,"L-isoleucine + 2 a reduced [NADPH-hemoprotein reductase] + 2 oxygen  &rarr;  (1E,2S)-2-methylbutanal oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO<SUB>2</SUB> + 3 H<sub>2</sub>O",G-5163,CYP79D4,NA
HMDB00172,ILE,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,L-isoleucine + 2-oxoglutarate  &harr;  L-glutamate + (<i>S</i>)-3-methyl-2-oxopentanoate,YHR208W,BAT1,NA
HMDB00172,ILE,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,L-isoleucine + 2-oxoglutarate  &harr;  L-glutamate + (<i>S</i>)-3-methyl-2-oxopentanoate,EG10497,ilvE,NA
HMDB00172,ILE,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,L-isoleucine + 2-oxoglutarate  &harr;  L-glutamate + (<i>S</i>)-3-methyl-2-oxopentanoate,G-9096,ilvE,NA
HMDB00172,ILE,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,L-isoleucine + 2-oxoglutarate  &harr;  L-glutamate + (<i>S</i>)-3-methyl-2-oxopentanoate,G-9241,ilvE,NA
HMDB00172,ILE,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,L-isoleucine + 2-oxoglutarate  &harr;  L-glutamate + (<i>S</i>)-3-methyl-2-oxopentanoate,G-9245,ilvE,NA
HMDB00172,ILE,RXN-13635,"L-isoleucine + 2-oxoglutarate + oxygen  &rarr;  (2S,3R,4S)-4-hydroxy-L-isoleucine + succinate + CO<SUB>2</SUB>",G-15314,ido,NA
HMDB00172,ILE,RXN-9636,L-isoleucine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>N</i>-hydroxy-L-isoleucine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>,G-5147,CYP79D1,NA
HMDB00172,ILE,RXN-9636,L-isoleucine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>N</i>-hydroxy-L-isoleucine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>,G-5161,CYP79D2,NA
HMDB00172,ILE,RXN-9636,L-isoleucine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>N</i>-hydroxy-L-isoleucine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>,G-5162,CYP79D3,NA
HMDB00172,ILE,RXN-9636,L-isoleucine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>N</i>-hydroxy-L-isoleucine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>,G-5163,CYP79D4,NA
HMDB00172,ILE,TRANS-RXN-281,L-isoleucine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-isoleucine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>,G7833,yjeH,NA
HMDB00172,ILE,TRANS-RXN-126,Na<SUP>+</SUP><sub>[periplasm]</sub> + L-isoleucine<sub>[periplasm]</sub>  &rarr;  Na<SUP>+</SUP><sub>[cytosol]</sub> + L-isoleucine<sub>[cytosol]</sub>,EG12168,brnQ,NA
HMDB00159,PHE,RXN-13989,2 ATP + <i>S</i>-adenosyl-L-methionine + anthranilate + L-phenylalanine  &rarr;  cyclopeptine + 2 AMP + <i>S</i>-adenosyl-L-homocysteine + 2 diphosphate + 2 H<SUP>+</SUP>,G-44195,AsqK,NA
HMDB00159,PHE,RXN-14646,2 L-phenylalanine<sub>[out]</sub> + 2 H<SUP>+</SUP><sub>[out]</sub>  &harr;  2 L-phenylalanine<sub>[in]</sub> + 2 H<SUP>+</SUP><sub>[in]</sub>,AT1G58360,At1g58360,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,G-17922,ArAT1,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,YGL202W,ARO8,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,G-272,aroJ,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,EG10096,aspC,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,G-276,hisC,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,EG10497,ilvE,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,G-17921,PPY-AT,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,AT1G70560,TAA1,NA
HMDB00159,PHE,PHEAMINOTRANS-RXN,2-oxo-3-phenylpropanoate + L-glutamate  &harr;  L-phenylalanine + 2-oxoglutarate,EG11040,tyrB,NA
HMDB00159,PHE,2.6.1.64-RXN,2-oxo-3-phenylpropanoate + L-glutamine  &harr;  L-phenylalanine + 2-oxoglutaramate,G-11453,CCBL1,NA
HMDB00159,PHE,RXN-15200,2-oxo-3-phenylpropanoate + L-tyrosine  &harr;  L-phenylalanine + 4-hydroxyphenylpyruvate,G-17922,ArAT1,NA
HMDB00159,PHE,RXN-15200,2-oxo-3-phenylpropanoate + L-tyrosine  &harr;  L-phenylalanine + 4-hydroxyphenylpyruvate,G-43861,bacF,NA
HMDB00159,PHE,RXN-15200,2-oxo-3-phenylpropanoate + L-tyrosine  &harr;  L-phenylalanine + 4-hydroxyphenylpyruvate,G-17921,PPY-AT,NA
HMDB00159,PHE,RXN-16297,"3-[(2S,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate + L-phenylalanine  &harr;  L-dihydroanticapsin + 2-oxo-3-phenylpropanoate",G-43861,bacF,NA
HMDB00159,PHE,RXN-16640,<i>R</i>-2-hydroxy-3-methylpentanoate-methylvaline-phenylalanyl-[acp] + ATP + L-phenylalanine + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>R</i>-2-hydroxy-3-methylpentanoate-methylvaline-phenylalanine-methylphenylalanyl-[acp] + AMP + <i>S</i>-adenosyl-L-homocysteine + diphosphate + 2 H<SUP>+</SUP>,G-44023,aba1,NA
HMDB00159,PHE,RXN-16639,<i>R</i>-2-hydroxy-3-methylpentanoyl-methylvalyl-[acp] + ATP + L-phenylalanine  &rarr;  <i>R</i>-2-hydroxy-3-methylpentanoate-methylvaline-phenylalanyl-[acp] + AMP + diphosphate + H<SUP>+</SUP>,G-44023,aba1,NA
HMDB00159,PHE,RXN-16675,a D-pipecolyl-[acp] + <i>L</i>-2-aminooctanedioate + 9-<i>N</i>-methoxy-tryptophan + L-phenylalanine + 3 ATP  &rarr;  an apicidin F-[acp] + 3 AMP + 3 diphosphate + 4 H<SUP>+</SUP>,G-44037,APF1,NA
HMDB00159,PHE,PHENYLALANINE--TRNA-LIGASE-RXN,a tRNA<SUP>phe</SUP> + L-phenylalanine + ATP  &rarr;  an L-phenylalanyl-[tRNA<SUP>phe</SUP>] + AMP + diphosphate,EG10709,pheS,NA
HMDB00159,PHE,PHENYLALANINE--TRNA-LIGASE-RXN,a tRNA<SUP>phe</SUP> + L-phenylalanine + ATP  &rarr;  an L-phenylalanyl-[tRNA<SUP>phe</SUP>] + AMP + diphosphate,EG10710,pheT,NA
HMDB00159,PHE,RXN-9084,indole-3-acetate + L-phenylalanine + ATP  &rarr;  indole-3-acetyl-L-phenylalanine + AMP + diphosphate + H<SUP>+</SUP>,AT1G28130,GH3.17,NA
HMDB00159,PHE,RXN-9084,indole-3-acetate + L-phenylalanine + ATP  &rarr;  indole-3-acetyl-L-phenylalanine + AMP + diphosphate + H<SUP>+</SUP>,AT4G37390,GH3.2,NA
HMDB00159,PHE,RXN-9084,indole-3-acetate + L-phenylalanine + ATP  &rarr;  indole-3-acetyl-L-phenylalanine + AMP + diphosphate + H<SUP>+</SUP>,AT2G23170,GH3.3,NA
HMDB00159,PHE,RXN-9084,indole-3-acetate + L-phenylalanine + ATP  &rarr;  indole-3-acetyl-L-phenylalanine + AMP + diphosphate + H<SUP>+</SUP>,AT1G59500,GH3.4,NA
HMDB00159,PHE,RXN-9084,indole-3-acetate + L-phenylalanine + ATP  &rarr;  indole-3-acetyl-L-phenylalanine + AMP + diphosphate + H<SUP>+</SUP>,AT4G27260,GH3.5,NA
HMDB00159,PHE,RXN-9084,indole-3-acetate + L-phenylalanine + ATP  &rarr;  indole-3-acetyl-L-phenylalanine + AMP + diphosphate + H<SUP>+</SUP>,AT5G54510,GH3.6,NA
HMDB00159,PHE,CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN,L-arogenate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + L-phenylalanine + H<sub>2</sub>O,G-14927,pheC,NA
HMDB00159,PHE,RXN-7708,L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine,YGL202W,ARO8,NA
HMDB00159,PHE,RXN-7708,L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine,YHR137W,ARO9,NA
HMDB00159,PHE,RXN-7708,L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine,AT3G19710,BCAT4,NA
HMDB00159,PHE,RXN-7708,L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine,BSU13580,mtnE,NA
HMDB00159,PHE,RXN-7708,L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine,G-842,tyrB,NA
HMDB00159,PHE,RXN-7708,L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine,G6329,ybdL,NA
HMDB00159,PHE,RXN-13484,L-phenylalanine  &rarr;  (3<i>R</i>)-&beta;-phenylalanine,G-15225,pam,NA
HMDB00159,PHE,PHENYLALANINE-AMMONIA-LYASE-RXN,L-phenylalanine  &rarr;  <i>trans</i>-cinnamate + ammonium,G-11930,encP,NA
HMDB00159,PHE,PHENYLALANINE-AMMONIA-LYASE-RXN,L-phenylalanine  &rarr;  <i>trans</i>-cinnamate + ammonium,G-17792,PAL,NA
HMDB00159,PHE,PHENYLALANINE-AMMONIA-LYASE-RXN,L-phenylalanine  &rarr;  <i>trans</i>-cinnamate + ammonium,AT2G37040,PAL1,NA
HMDB00159,PHE,PHENYLALANINE-AMMONIA-LYASE-RXN,L-phenylalanine  &rarr;  <i>trans</i>-cinnamate + ammonium,G-14982,PAL1,NA
HMDB00159,PHE,RXN-13649,L-phenylalanine  =  (3<i>S</i>)-&beta;-phenylalanine,G-15334,admH,NA
HMDB00159,PHE,RXN-4602,L-phenylalanine + 2 a reduced [NADPH-hemoprotein reductase] + 2 oxygen  &rarr;  (<i>E</i>)-4-hydroxyphenylacetaldehyde oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO<SUB>2</SUB> + 3 H<sub>2</sub>O,AT5G05260,CYP79A2,NA
HMDB00159,PHE,RXN-4602,L-phenylalanine + 2 a reduced [NADPH-hemoprotein reductase] + 2 oxygen  &rarr;  (<i>E</i>)-4-hydroxyphenylacetaldehyde oxime + 2 an oxidized [NADPH-hemoprotein reductase] + CO<SUB>2</SUB> + 3 H<sub>2</sub>O,G-44754,CYP79D16,NA
HMDB00159,PHE,RXN-10814,L-phenylalanine + 2-oxoglutarate  &harr;  2-oxo-3-phenylpropanoate + L-glutamate,G-11507,Got2,NA
HMDB00159,PHE,RXN-10814,L-phenylalanine + 2-oxoglutarate  &harr;  2-oxo-3-phenylpropanoate + L-glutamate,EG11040,tyrB,NA
HMDB00159,PHE,RXN-12066,L-phenylalanine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>N</i>-hydroxy-L-phenylalanine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>,AT5G05260,CYP79A2,NA
HMDB00159,PHE,RXN-12066,L-phenylalanine + a reduced [NADPH-hemoprotein reductase] + oxygen  &rarr;  <i>N</i>-hydroxy-L-phenylalanine + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O + H<SUP>+</SUP>,G-44754,CYP79D16,NA
HMDB00159,PHE,RXN-13907,L-phenylalanine + an <i>N</i><sup>10</sup>-formyl-tetrahydrofolate + oxygen  &rarr;  a 10-formyltetrahydrofolate-4a-carbinolamine + L-tyrosine,G-15478,PAH,NA
HMDB00159,PHE,RXN-13907,L-phenylalanine + an <i>N</i><sup>10</sup>-formyl-tetrahydrofolate + oxygen  &rarr;  a 10-formyltetrahydrofolate-4a-carbinolamine + L-tyrosine,G-15479,PAH,NA
