pathwayID	Name	Matches
PWY-7440	dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-15225, RXN-15226, RXN-12943, RXN-15233, RXN-15227, RXN-12404"
PWY-7657	dTDP-&beta;-L-digitoxose biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-12943, RXN-11993, RXN-16262, RXN-16566, RXN-12404"
PWY-7439	dTDP-&beta;-L-evernitrose biosynthesis	"RXN-15232, RXN-15228, RXN-15231, RXN-15229"
PWY-6953	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-12806, DTDPGLUCDEHYDRAT-RXN, RXN-12811, RXN-12839"
PWY-7318	"dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis"	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-12810, RXN-14735, RXN-12840"
PWY-7301	dTDP-4-<i>O</i>-demethyl-&beta;-L-noviose biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-14668, RXN-14667, DTDPDEHYDRHAMEPIM-RXN"
PWY-7413	dTDP-6-deoxy-&alpha;-D-allose biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-14707, RXN-15048"
PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RFFTRANS-RXN, TDPFUCACTRANS-RXN"
PWY-7316	dTDP-<i>N</i>-acetylviosamine biosynthesis	"DTDPGLUCOSEPP-RXN, 2.6.1.33-RXN, RXN-13755, DTDPGLUCDEHYDRAT-RXN"
PWY-7312	dTDP-D-&beta;-fucofuranose biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-14533, RXN-14532, DTDPGLUCDEHYDRAT-RXN"
PWY-6942	dTDP-D-desosamine biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-12767, 2.6.1.33-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-12768, RXN-12769"
PWY-6808	dTDP-D-forosamine biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-12409, RXN-12408, DTDPGLUCDEHYDRAT-RXN, RXN-12943, RXN-12407, RXN-12406, RXN-16262, RXN-12404"
PWY-6973	"dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis"	"DTDPGLUCOSEPP-RXN, RXN-12931, DTDPGLUCDEHYDRAT-RXN, RXN-12921, RXN-12930, RXN-12943, RXN-16262, RXN-12404, RXN-12932"
PWY-7688	dTDP-D-ravidosamine and dTDP-4-acetyl-D-ravidosamine biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-12773, DTDPGLUCDEHYDRAT-RXN, RXN-12811, RXN-12839, RXN-16841"
PWY-7814	dTDP-L-daunosamine biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-18004, RXN-18003, RXN-18005, DTDPDEHYDRHAMEPIM-RXN"
PWY-7104	dTDP-L-megosamine biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-13667, DTDPGLUCDEHYDRAT-RXN, RXN-12943, RXN-13659, RXN-15233, RXN-12404, RXN-13660"
PWY-6976	dTDP-L-mycarose biosynthesis	"DTDPGLUCOSEPP-RXN, RXN-12941, DTDPGLUCDEHYDRAT-RXN, RXN-12935, RXN-12940, RXN-12942, RXN-12404"
PWY-6974	dTDP-L-olivose biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-12943, RXN-12928, RXN-16262, RXN-12929, RXN-12404"
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, DTDPDEHYRHAMREDUCT-RXN, DTDPDEHYDRHAMEPIM-RXN"
PWY-3221	dTDP-L-rhamnose biosynthesis II	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, RXN-5461"
PWY-7300	ecdysone and 20-hydroxyecdysone biosynthesis	"RXN-14675, RXN-14677, RXN-14678, RXN-14679, RXN-14676, RXN-14680, RXN-14681, RXN-14682, RXN-14683, RXN-14674, RXN-16379, ECDYSONE-20-MONOOXYGENASE-RXN"
PWY-7321	ecdysteroid metabolism (arthropods)	"RXN-14736, RXN-14743, RXN-14733, RXN-14734, ECDYSONE-OXIDASE-RXN"
PWY-6325	echinatin biosynthesis	"1.14.13.87-RXN, RXN-10848, RXN-3221, LICODIONE-2-O-METHYLTRANSFERASE-RXN"
PWY-7638	echinenone and zeaxanthin biosynthesis (<i>Synechocystis</i>)	"RXN-8026, RXN-16449, RXN-8025, RXN-16455"
PWY-7650	echinocandin B biosynthesis	"RXN-16508, RXN-16507, RXN-16506, RXN-16505, RXN-16504, RXN-16503, RXN-16501, RXN-16498, RXN-16502, RXN-16499, RXN-16500"
PWY-7652	echinocandin B degradation	"RXN-16523, RXN-16525, RXN-16524"
PWY-7735	echinomycin and triostin A biosynthesis	"RXN-17157, RXN-17166, RXN-17155, RXN-17159, RXN-17160, RXN-17156"
P101-PWY	ectoine biosynthesis	"R103-RXN, R101-RXN, R102-RXN, ASPARTATEKIN-RXN, ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"
PWY-7855	ectoine degradation	"RXN-18396, RXN-18397, R101-RXN, RXN-18427"
PWY-7483	elloramycin biosynthesis	"RXN-11975, RXN-15402, RXN-15413, RXN-15412, RXN-15405, RXN-15403, RXN-15404, RXN-15406, RXN-15407, RXN-15408, RXN-15409, RXN-14695, RXN-15056"
PWY-7135	emetine biosynthesis	"RXN-13793, RXN-13791, RXN-13792, RXN-13795, RXN-13796, RXN-13790, RXN-13794, 4.3.3.3-RXN"
ECASYN-PWY	enterobacterial common antigen biosynthesis	"DTDPGLUCOSEPP-RXN, DTDPGLUCDEHYDRAT-RXN, FUC4NACTRANS-RXN, RFFTRANS-RXN, TDPFUCACTRANS-RXN, UDPGLCNACEPIM-RXN, GLCNACPTRANS-RXN, UDPMANNACADEHYDROG-RXN, UDPMANACATRANS-RXN"
ENTBACSYN-PWY	enterobactin biosynthesis	"DHBDEHYD-RXN, DHBAMPLIG-RXN, RXN0-6442, ENTG-RXN, RXN-15891, RXN-15890, ISOCHORSYN-RXN, ISOCHORMAT-RXN, ENTF-RXN, ENTDB-RXN, RXN-15889"
ENTNER-DOUDOROFF-PWY	Entner-Doudoroff pathway I	"KDPGALDOL-RXN, PGLUCONDEHYDRAT-RXN"
NPGLUCAT-PWY	Entner-Doudoroff pathway II (non-phosphorylative)	"DHDOGALDOL-RXN, 2PGADEHYDRAT-RXN, GLUCONATE-DEHYDRATASE-RXN, GLUCONOLACT-RXN, GLUCOSE-1-DEHYDROGENASE-NADP+-RXN, GLYCERALDEHYDE-DEHYDRO-RXN, GKI-RXN, PYRUFLAVREDUCT-RXN, PEPDEPHOS-RXN"
PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	"DEOXYGLUCONOKIN-RXN, KDPGALDOL-RXN, 3PGAREARR-RXN, 2PGADEHYDRAT-RXN, GLUCONATE-DEHYDRATASE-RXN, GLUCONOLACT-RXN, GLUCOSE-1-DEHYDROGENASE-NADP+-RXN, RXN-3443, PEPDEPHOS-RXN"
PWY-5883	ephedrine biosynthesis	"RXN-9338, RXN-9336, RXN-9337, RXN-9340, PHENYLALANINE-AMMONIA-LYASE-RXN, RXN-9341, RXN-9339, RXN-9342"
PWY-5882	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	"RXN-9335, RXN-12954, RXN-9334, RXN-9312, RXN-11264"
PWY-5670	epoxysqualene biosynthesis	"RXN-13162, SQUALENE-MONOOXYGENASE-RXN"
PWY-7669	equisetin biosynthesis	"RXN-16693, RXN-16692, RXN-16694"
PWY-6075	ergosterol biosynthesis I	"RXN3O-178, RXN3O-218, RXN3O-227, 1.3.1.71-RXN, RXN3O-203"
PWY-7154	ergosterol biosynthesis II	"RXN-13879, CYCLOARTENOL-SYNTHASE-RXN, RXN-13880, 2.1.1.142-RXN, RXN-13883, RXN-13884, RXN-13882, RXN-13881"
PWY-6495	ergotamine biosynthesis	"RXN-11390, RXN-11411, RXN-13469, RXN-13483, RXN-11394, RXN-11399, RXN-11395"
PWY-7255	ergothioneine biosynthesis I (bacteria)	"RXN-14429, RXN-18089, RXN-15804, RXN-14430, GLUTCYSLIG-RXN, RXN-14431, RXN-18088"
PWY-7550	ergothioneine biosynthesis II (fungi)	"RXN-18089, RXN-15804, RXN-15801, RXN-14431, RXN-18088"
PWY-7789	erythritol degradation I	"RXN-17768, RXN-17771, RXN-17762, RXN-17770, RXN-17772"
PWY-7788	erythritol degradation II	"RXN-17761, RXN-17762, RXN-17763"
PWY-7108	erythromycin A biosynthesis	"RXN-12923, RXN-12924, RXN-12926, RXN-12925"
PWY-7106	erythromycin D biosynthesis	"RXN-12918, RXN-12933, RXN-12808, ERYTHRONOLIDE-SYNTHASE-RXN"
PWY-5349	esculetin biosynthesis	"RXN-16763, RXN-16762"
PWY-7058	esculetin modification	"RXN-13474, RXN-13473, RXN-13472, RXN-13471, RXN-14182, RXN-13470, RXN-13475"
PWY-7120	esterified suberin biosynthesis	RXN-10749
PWY66-380	estradiol biosynthesis I (via estrone)	"ESTRADIOL-17-BETA-DEHYDROGENASE-RXN, RXN66-345, RXN66-346, RXN66-344"
PWY-7306	estradiol biosynthesis II	"RXN66-348, RXN66-349, RXN66-347"
PWY-6043	ethanedisulfonate degradation	RXN-9734
ETOH-ACETYLCOA-ANA-PWY	ethanol degradation I	"ACETALD-DEHYDROG-RXN, ALCOHOL-DEHYDROG-RXN"
PWY66-21	ethanol degradation II	"RXN66-3, ACETATE--COA-LIGASE-RXN, ALCOHOL-DEHYDROG-RXN"
PWY66-161	ethanol degradation III	"RXN66-3, ACETATE--COA-LIGASE-RXN, RXN66-2"
PWY66-162	ethanol degradation IV	"RXN66-3, ACETATE--COA-LIGASE-RXN, RXN66-1"
PWY0-1477	ethanolamine utilization	ETHAMLY-RXN
PWY-7776	ethene and chloroethene degradation	"RXN-17583, RXN-17586, RXN-17582, RXN-17585, RXN-17587, RXN-17581, RXN-17580, RXN-17590"
PWY-5708	ethiin metabolism	"RXN-16200, RXN-8899, RXN-8919, RXN-8915, RXN-8916"
PWY-481	ethylbenzene degradation (anaerobic)	"RXN-1302, RXN-1304, RXN-2006, RXN-1303, RXN-1301"
ETHYL-PWY	ethylene biosynthesis I (plants)	"4.4.1.14-RXN, S-ADENMETSYN-RXN, ETHYL-RXN"
PWY-6853	ethylene biosynthesis II (microbes)	"RXN-12536, SPONTPRO-RXN, RXN-12538, RXN-14542, RXN-14116"
PWY-6854	ethylene biosynthesis III (microbes)	"FERRIC-CHELATE-REDUCTASE-RXN, RXN-12541, SUPEROX-DISMUT-RXN, RXN-12539, RXN-14960, RXN-12540, R15-RXN"
PWY-7126	ethylene biosynthesis IV (engineered)	"RXN-13396, RXN-12538, GLUTAMATE-DEHYDROGENASE-RXN"
PWY-7124	ethylene biosynthesis V (engineered)	"RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN, PSII-RXN, 1.18.1.2-RXN, PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN, RXN-12538, 3PGAREARR-RXN, 2PGADEHYDRAT-RXN, PHOSGLYPHOS-RXN, ACONITATEHYDR-RXN, CITSYN-RXN, RXN-15479, ACONITATEDEHYDR-RXN, ISOCITDEH-RXN, 2TRANSKETO-RXN, TRIOSEPISOMERIZATION-RXN, 1.2.1.13-RXN, RIB5PISOM-RXN, RIBULP3EPIM-RXN, PHOSPHORIBULOKINASE-RXN, 1TRANSKETO-RXN, SEDOHEPTULOSE-BISPHOSPHATASE-RXN, F16ALDOLASE-RXN, F16BDEPHOS-RXN, SEDOBISALDOL-RXN, PEPCARBOX-RXN"
PWY-7178	ethylene glycol biosynthesis (engineered)	"4.1.2.28-RXN, RXN-14022, XYLONATE-DEHYDRATASE-RXN, RXN-14023"
PWY0-1280	ethylene glycol degradation	"GLYCOLALDREDUCT-RXN, GLYCOLALD-DEHYDROG-RXN"
PWY-5741	ethylmalonyl-CoA pathway	"RXN-8958, RXN-8960, RXN-8961, RXN-16391, RXN-8957, RXN-8959, 3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN, RXN-5901, MALATE--COA-LIGASE-RXN, MALYL-COA-LYASE-RXN, ACETYL-COA-ACETYLTRANSFER-RXN"
PWY-6271	eudesmol biosynthesis	"RXN-10635, RXN-10636, RXN-10637"
PWY-5859	eugenol and isoeugenol biosynthesis	"RXN-9244, RXN-9245, RXN-9246"
PWY-6498	eumelanin biosynthesis	"RXN-11404, RXN-11406, RXN-11408, DOPACHROME-DELTA-ISOMERASE-RXN, RXN-11403, RXN-11444"
PWY-7157	eupatolitin 3-<i>O</i>-glucoside biosynthesis	"RXN-13904, RXN-13905, RXN-13903, RXN-13902, RXN-13900, RXN-13899, RXN-13901, RXN-13906, RXN-13898, RXN-8264"
PWY4FS-13	extended VTC2 cycle	"RXN4FS-14, RXN-1882, RXN4FS-13"
PWY-5198	factor 420 biosynthesis	"RXN-8077, RXN-8078, RXN-8076, RXN-8079, 1.5.99.9-RXN"
PWY-5199	factor 420 polyglutamylation	"RXN-8080, RXN-8081"
PWY-5196	factor 430 biosynthesis	"RXN-8675, UROPORIIIMETHYLTRANSA-RXN, RXN-8063, RXN-8061, RXN-8059, RXN-8060, DIMETHUROPORDEHYDROG-RXN"
PWY-5725	farnesene biosynthesis	"RXN-8422, RXN-8574, RXN-8931"
PWY-6577	farnesylcysteine salvage pathway	"RXN-11626, FARNESOL-DEHYDROGENASE-RXN, RXN-11623, RXN-11625"
PWY-2501	fatty acid &alpha;-oxidation I	"RXN-4141, RXN-4122, RXN-4121, RXN-4142"
PWY66-387	fatty acid &alpha;-oxidation II	"RXN66-471, RXN66-483, RXN66-472, RXN66-469, RXN66-470, FORMYL-COA-HYDROLASE-RXN"
PWY66-388	fatty acid &alpha;-oxidation III	"CERAMIDASE-YEAST-RXN, RXN66-474, RXN66-475, RXN3O-4042, RXN66-477, RXN66-476, FORMYL-COA-HYDROLASE-RXN"
PWY-7288	"fatty acid &beta;-oxidation (peroxisome, yeast)"	"RXN-7699, RXN66-485, ACYLCOASYN-RXN, KETOACYLCOATHIOL-RXN, RXN-11026"
FAO-PWY	fatty acid &beta;-oxidation I	"OHBUTYRYL-COA-EPIM-RXN, ENOYL-COA-HYDRAT-RXN, OHACYL-COA-DEHYDROG-RXN, ACYLCOASYN-RXN, KETOACYLCOATHIOL-RXN, ACYLCOADEHYDROG-RXN, ENOYL-COA-DELTA-ISOM-RXN"
PWY-5136	fatty acid &beta;-oxidation II (peroxisome)	"ENOYL-COA-HYDRAT-RXN, OHACYL-COA-DEHYDROG-RXN, ACYLCOASYN-RXN, KETOACYLCOATHIOL-RXN, RXN-11026"
PWY-5137	"fatty acid &beta;-oxidation III (unsaturated, odd number)"	ENOYL-COA-DELTA-ISOM-RXN
PWY66-391	fatty acid &beta;-oxidation VI (peroxisome)	"RXN-7699, RXN66-485, ENOYL-COA-HYDRAT-RXN, OHACYL-COA-DEHYDROG-RXN, ACYLCOASYN-RXN, KETOACYLCOATHIOL-RXN, RXN-11026"
PWY-6837	"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	"RXN-12518, RXN-7836, RXN-12519, RXN-12520, RXN-12521"
PWY-6799	fatty acid biosynthesis (plant mitochondria)	"RXN-12361, MALONYL-COA-ACP-TRANSACYL-RXN, RXN-12360, RXN-12359"
PWY-4381	fatty acid biosynthesis initiation I	"MALONYL-COA-ACP-TRANSACYL-RXN, 2.3.1.180-RXN, RXN0-5055"
PWY-5966	fatty acid biosynthesis initiation II	"ACP-S-ACETYLTRANSFER-RXN, 3-OXOACYL-ACP-SYNTH-BASE-RXN"
PWY-5965	fatty acid biosynthesis initiation III	"MALONYL-ACPDECARBOX-RXN, 3-OXOACYL-ACP-SYNTH-BASE-RXN"
FASYN-ELONG-PWY	fatty acid elongation -- saturated	"3-HYDROXYDECANOYL-ACP-DEHYDR-RXN, 3-OXOACYL-ACP-REDUCT-RXN, 3-OXOACYL-ACP-SYNTH-RXN, ENOYL-ACP-REDUCT-NADH-RXN, ENOYL-ACP-REDUCT-NADPH-RXN"
PWY-7094	fatty acid salvage	"RXN-13616, RXN-12490, RXN-13614, RXN-13615, RXN-13613, RXN-13617"
PWY-5970	fatty acids biosynthesis (yeast)	FATTY-ACYL-COA-SYNTHASE-RXN
PWY-6692	Fe(II) oxidation	"RXN-15829, RXN-15830, RXN-15832, RXN-12076, RXN-12075, NADH-DEHYDROG-A-RXN"
PWY-7710	FeMo cofactor biosynthesis	"RXN-17059, RXN-17027, HOMOCITRATE-SYNTHASE-RXN, RXN-17025, RXN-17026, RXN-17060"
PWY-6437	fenchol biosynthesis I	"RXN-11275, RXN-11276, RXN-11273, RXN-11274, 4.2.3.10-RXN"
PWY-6445	fenchol biosynthesis II	"RXN-5106, 4.2.3.16-RXN, 4.2.3.10-RXN"
PWY-6449	fenchone biosynthesis	"RXN-11275, RXN-11273, 4.2.3.10-RXN"
PWY-5109	fermentation to 2-methylbutanoate	"TIGLYLCOA-HYDROXY-RXN, 1.1.1.178-RXN, METHYLACETOACETYLCOATHIOL-RXN, 2-METHYLACYL-COA-DEHYDROGENASE-RXN, RXN-15031, PROPIONATE-COA-TRANSFERASE-RXN"
PWY-7571	ferrichrome A biosynthesis	"METHYLGLUTACONYL-COA-HYDRATASE-RXN, RXN-15951, RXN-15950, HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN, RXN-11128"
PWY-7577	ferrichrome biosynthesis	"RXN-15983, RXN-11130"
PWY-5168	ferulate and sinapate biosynthesis	"RXN-1143, RXN-1241, RXN-1142, RXN-8014"
PWY-6343	ferulate degradation	"4.1.2.41-RXN, 6.2.1.34-RXN, 4.2.1.101-RXN"
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	"RIBOFLAVIN-SYN-RXN, RIBOFLAVINSYNDEAM-RXN, RIBOPHOSPHAT-RXN, RIBOFLAVINSYNREDUC-RXN, LUMAZINESYN-RXN, FADSYN-RXN, DIOHBUTANONEPSYN-RXN, GTP-CYCLOHYDRO-II-RXN, RIBOFLAVINKIN-RXN"
PWY-6167	flavin biosynthesis II (archaea)	"RIBOFLAVIN-SYN-RXN, RXN-10058, RXN-10057, RXN-10056, RIBOPHOSPHAT-RXN, LUMAZINESYN-RXN, FADSYN-RXN, DIOHBUTANONEPSYN-RXN, RXN-10055, RXN-9296"
PWY-6168	flavin biosynthesis III (fungi)	"RIBOFLAVIN-SYN-RXN, RXN-10058, RXN-10057, RIBOPHOSPHAT-RXN, LUMAZINESYN-RXN, FADSYN-RXN, DIOHBUTANONEPSYN-RXN, GTP-CYCLOHYDRO-II-RXN, RIBOFLAVINKIN-RXN"
PWY66-366	flavin biosynthesis IV (mammalian)	"FADSYN-RXN, RIBOFLAVINKIN-RXN"
PWY-7513	flaviolin dimer and mompain biosynthesis	"RXN-9930, RXN-15586, RXN-9932, RXN-9933, RXN-9931, RXN-15585"
PWY1F-FLAVSYN	flavonoid biosynthesis	"NARINGENIN-3-DIOXYGENASE-RXN, 4-COUMARATE--COA-LIGASE-RXN, NARINGENIN-CHALCONE-SYNTHASE-RXN, RXN-3142, APIGNAR-RXN"
PWY-6787	flavonoid biosynthesis (in equisetum)	"RXN1F-93, RXN-527, NARINGENIN-3-DIOXYGENASE-RXN, RXN-7686, RXN-7652, RXN-7775, RXN-7687, RXN-7921, NARINGENIN-CHALCONE-SYNTHASE-RXN, APIGNAR-RXN"
PWY-7168	flavonol acylglucoside biosynthesis I - kaempferol derivatives	"RXN-13952, RXN-13954, RXN-13953, RXN-13949, RXN-13948, RXN-13950, RXN-13951, RXN1F-461"
PWY-7171	flavonol acylglucoside biosynthesis II - isorhamnetin derivatives	"RXN-13976, RXN-13981, RXN-13982, RXN-13978, RXN-13977, RXN-13979, RXN-13980"
PWY-7172	flavonol acylglucoside biosynthesis III - quercetin derivatives	"RXN-13987, RXN-13988, RXN-13984, RXN-13983, RXN-13985, RXN-13986, RXN1F-462"
PWY-3101	flavonol biosynthesis	"RXN-7782, RXN1F-93, RXN-525, RXN-8450, RXN-527, RXN-13718, RXN-12510"
FLUORENE-DEG-9-ONE-PWY	fluorene degradation I	"RXN-7282, RXN-2502, RXN-2506, RXN-2505, 9-FLUORENOL-DEHYDROGENASE-RXN, RXN-2501, FLUORENE-OXYGENASE-RXN"
PWY-1381	fluorene degradation II	"RXN-2482, FLUORENE-OXYGENASE-RXN"
PWY-6644	fluoroacetate and fluorothreonine biosynthesis	"RXN-11743, RXN-11744, RXN-11745, 2.5.1.63-RXN, RXN-11747, RXN-11746"
PWY-6646	fluoroacetate degradation	RXN-11761
PWY-2161	folate polyglutamylation	"FORMYLTHFGLUSYNTH-RXN, FORMATETHFLIG-RXN, GLYOHMETRANS-RXN, RXN0-2921, FOLYLPOLYGLUTAMATESYNTH-RXN"
PWY-2201	folate transformations I	"METHENYLTHFCYCLOHYDRO-RXN, 1.5.1.15-RXN, METHYLENETHFDEHYDROG-NADP-RXN, FORMATETHFLIG-RXN, 2.1.1.19-RXN, 5-FORMYL-THF-CYCLO-LIGASE-RXN, FORMYLTHFDEFORMYL-RXN, RXN-5061, 1.5.1.20-RXN, GCVMULTI-RXN, HOMOCYSMETB12-RXN, GLYOHMETRANS-RXN"
PWY-3841	folate transformations II	"METHENYLTHFCYCLOHYDRO-RXN, RXN-6321, THYMIDYLATESYN-RXN, METHYLENETHFDEHYDROG-NADP-RXN, FORMATETHFLIG-RXN, DIHYDROFOLATEREDUCT-RXN, 5-FORMYL-THF-CYCLO-LIGASE-RXN, 1.5.1.20-RXN, GCVMULTI-RXN, HOMOCYSMETB12-RXN, GLYOHMETRANS-RXN"
PWY-1622	formaldehyde assimilation I (serine pathway)	"MALATE--COA-LIGASE-RXN, MALATE-DEH-RXN, MALYL-COA-LYASE-RXN, RXN-15513, 2PGADEHYDRAT-RXN, RXN-2802, GKI-RXN, HYDROXYPYRUVATE-REDUCTASE-RXN, RXN-2881, SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN, SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN, GLYOHMETRANS-RXN, PEPCARBOX-RXN"
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	"6PFRUCTPHOS-RXN, 2TRANSKETO-RXN, RIB5PISOM-RXN, RIBULP3EPIM-RXN, TRANSALDOL-RXN, 1TRANSKETO-RXN, F16ALDOLASE-RXN, R12-RXN, R10-RXN"
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)	"PHOSGLYPHOS-RXN, 2TRANSKETO-RXN, TRIOSEPISOMERIZATION-RXN, GAPOXNPHOSPHN-RXN, RIB5PISOM-RXN, RIBULP3EPIM-RXN, TRANSALDOL-RXN, 1TRANSKETO-RXN, GLYCERONE-KINASE-RXN, FORMALDEHYDE-TRANSKETOLASE-RXN, F16ALDOLASE-RXN, F16BDEPHOS-RXN"
RUMP-PWY	formaldehyde oxidation I	"6PGLUCONOLACT-RXN, RXN-3341, PGLUCISOM-RXN, GLU6PDEHYDROG-RXN, R12-RXN, R10-RXN"
PWY-1801	formaldehyde oxidation II (glutathione-dependent)	"RXN-2961, RXN-2962, S-FORMYLGLUTATHIONE-HYDROLASE-RXN"
PWY1G-170	formaldehyde oxidation III (mycothiol-dependent)	"RXN1G-129, 1.2.1.66-RXN, RXN-6581"
FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)	FORMALDEHYDE-DEHYDROGENASE-RXN
PWY-1723	formaldehyde oxidation V (H<sub>4</sub>MPT pathway)	"3.5.4.27-RXN, RXN-2882, RXN-2883, RXN-2884"
PWY-1722	"formate assimilation into 5,10-methylenetetrahydrofolate"	"METHENYLTHFCYCLOHYDRO-RXN, METHYLENETHFDEHYDROG-NADP-RXN, FORMATETHFLIG-RXN"
PWY-1881	formate oxidation to CO<sub>2</sub>	1.2.1.2-RXN
PWY0-1356	formate to dimethyl sulfoxide electron transfer	"DIMESULFREDUCT-RXN, FORMATEDEHYDROG-RXN"
PWY0-1585	formate to nitrite electron transfer	"FORMATEDEHYDROG-RXN, RXN-16564"
PWY0-1355	formate to trimethylamine <i>N</i>-oxide electron transfer	"FORMATEDEHYDROG-RXN, RXN0-5264"
PWY-2321	formononetin biosynthesis	"RXN-3625, RXN-3284, RXN-3624, RXN-3542"
PWY-2904	formononetin conjugates interconversion	"RXN-4763, RXN-4764, RXN-4762, RXN-4761"
PWY-5757	fosfomycin biosynthesis	"RXN-9011, RXN-9009, 4.1.1.82-RXN, RXN-9010, PHOSPHOENOLPYRUVATE-MUTASE-RXN"
PWY-7419	FR-900098 and FR-33289 antibiotics biosynthesis	"RXN-15075, RXN-15078, RXN-15077, RXN-15076, RXN-15074, RXN-15081, RXN-15079, RXN-15080, RXN-15082, PHOSPHOENOLPYRUVATE-MUTASE-RXN"
PWY-2181	free phenylpropanoid acid biosynthesis	"RXN-1103, RXN-3422, RXN-1104, RXN-1121"
PWY-822	fructan biosynthesis	"RXN-1804, RXN-1802, RXN-1801, RXN-1781, RXN-1803"
PWY-862	fructan degradation	"RXN-1841, RXN-1863, RXN-12220"
PWY66-423	"fructose 2,6-bisphosphate biosynthesis"	"6-PHOSPHOFRUCTO-2-KINASE-RXN, 3.1.3.46-RXN"
PWY0-1314	fructose degradation	1PFRUCTPHOSN-RXN
PWY0-521	fructoselysine and psicoselysine degradation	"RXN0-962, RXN0-4841, RXN0-963"
FUCCAT-PWY	fucose degradation	"RXN0-5298, FUCISOM-RXN, FUCULOKIN-RXN, FUCPALDOL-RXN"
PWY-7059	fumigaclavine biosynthesis	"RXN-13477, RXN-13476, RXN-13479, RXN-13478, RXN-11367, RXN-11366"
PWY-7542	fumiquinazoline D biosynthesis	"RXN-15746, RXN-15749, RXN-15750, RXN-15747, RXN-15748"
PWY-7526	fumitremorgin A biosynthesis	"RXN-14420, RXN-14407, RXN-14414, RXN-14421"
PWY-7525	fumitremorgin C biosynthesis	"RXN-14927, RXN-15644, RXN-14418, RXN-15642, RXN-14415, RXN-14413, RXN-14416"
PWY-5975	furaneol biosynthesis	"RXN-9565, RXN-9577, RXN-9571, RXN-9563, RXN-9567, RXN-9566, RXN-9574, RXN-16210, RXN-9564, RXN-9575, RXN-9561, RXN-9560, RXN-9562, RXN-9559"
PWY-7113	furcatin degradation	RXN-13672
PWY-6997	furfural degradation	"RXN-13097, RXN-13100, 2-FUROATE--COA-LIGASE-RXN, 2-FUROYL-COA-DEHYDROGENASE-RXN, RXN-13098, RXN-13096, RXN-15854, RXN-13095"
PWY-7672	fusaric acid biosynthesis	"RXN-16717, RXN-16718, RXN-16720, RXN-16719, RXN-16721"
PWY-7670	fusaridione A biosynthesis	"RXN-16699, RXN-16698, RXN-16700"
PWY-7673	fusarin C biosynthesis	"RXN-16739, RXN-16742, RXN-16743, RXN-16741, RXN-16738, RXN-16744, RXN-16740"
PWY-6659	fusicoccin A biosynthesis	"FARNESYLTRANSTRANSFERASE-RXN, RXN-15601, RXN-15602, RXN-15599, RXN-15600, RXN-15604, RXN-15603, RXN-10632"
PWY-5034	GA<sub>12</sub> biosynthesis	"RXN1F-160, 1.14.13.79-RXN, RXN-7580, 1.14.13.78-RXN, RXN-5242, RXN1F-161"
